"sent_id","par_id","source","book_id","par_pos","sent_pos"
15587,5094,"Больничные университеты",289,1,1
15588,5094,"Ранний Мишель Фуко надеялся упразднить границу между психической нормой и патологией при помощи физиологии Павлова",289,1,2
15589,5094,"На протяжении всей своей жизни Мишель Фуко пытался скрыть, что самой первой его книгой была именно «Психическая болезнь и личность» (1954).",289,1,3
15590,5094,"Однако теперь российские почитатели выдающегося мыслителя получили возможность припасть наконец к самым что ни на есть истокам его философского творчества.",289,1,4
15591,5094,"Благодаря Ольге Власовой мы получили не только перевод этой малоизвестной работы, но и достаточно подробный рассказ о раннем этапе творчества Мишеля Фуко.",289,1,5
15592,5095,"В середине прошлого века философы при изучении познавательных способностей человека нередко обращались к данным нейропсихологии, а именно к всевозможным примерам патологии, при помощи которых стремились лучше понять норму.",289,2,1
15593,5095,"Некоторые психотерапевты и даже психиатры в свою очередь, описывая болезнь, вдохновлялись философской феноменологией, а осмысляя её — идеями экзистенциализма.",289,2,2
15594,5095,"В числе подобных мыслителей такие значимые для раннего Фуко фигуры, как философ Мерло-Понти и психоаналитик Бинсвангер.",289,2,3
15595,5096,"Именно под их влиянием Фуко в конце концов обращается к практике и на протяжении трёх лет работает стажёром в психиатрической лечебнице.",289,3,1
15596,5096,"«Психическая болезнь и личность» — первая попытка осмысления этого опыта.",289,3,2
15597,5096,"В своей дебютной книге Фуко, с одной стороны, критикует традиционную психиатрию, с другой — показывает недостаточность феноменологического и экзистенциального подхода к душевной патологии.",289,3,3
15598,5096,"Он пишет о произвольном и мифологическом характере устоявшихся классификаций душевных болезней, об их бесполезности для уяснения причин и понимания субъективного содержания болезни у конкретной личности, о зависимости представлений о душевном заболевании от конкретной культуры.",289,3,4
15599,5096,"В конце книги, опираясь на достижения советской физиологии тех времён, Фуко заявляет об отсутствии жёсткой границы между психической нормой и патологией, в каковой видит некий механизм защиты, представимый в терминах возбуждения и торможения.",289,3,5
15600,5097,"Многое в этой работе говорит о движении к замыслу «Истории безумия в классическую эпоху» (1961), которую Фуко потом всю жизнь называл своей первой книгой.",289,4,1
15601,5097,"Лишь увлечение физиологией Павлова выглядит странной остановкой на этом пути.",289,4,2
15602,5097,"Но как знать, может быть, именно безуспешные попытки представить душевное здоровье и болезнь как фазы одного процесса впоследствии и подтолкнули Фуко к открытию в совершенно другой сфере.",289,4,3
15603,5097,"Порвав с психиатрией, Фуко вступает на почву исторических фактов, по-новому ставит вопрос о понятии разума в европейской культуре Нового времени и показывает, что каждая эпоха определяла его по-своему — путём противопоставления столь же исторически изменчивому понятию безумия.",289,4,4
