"sent_pos","source"
0,"Астрономы наблюдают сверхновую С помощью спутника «Свифт» (Swift) и наземных телескопов учёные почти вживую наблюдали сверхновую в созвездии «Овна»."
1,"Речь идёт о самом сильном из известных учёным взрыве, при котором возникает мощное гамма излучение или рентгеновское излучение."
2,"Такой взрыв сигнализирует о начале смерти звезды."
3,"«Свифт» обнаружил взрыв 18 февраля."
4,"Наблюдения за взрывом были продолжены с помощью телескопов и спутников."
5,"Детонация продолжалась более 2000 секунд (33 минуты)."
6,"Наблюдения взрыва охватывают время, когда звезда затухает, её внешняя оболочка и большая часть массы отбрасывается, а остатки сжимаются."
7,"Считается, что в этом случае речь идёт превращении остатков звезды в нейтронную звезду."
8,"Учёные планируют привлечь к наблюдению за сверхновой также телескопы Хаббла и телескоп Чандра."
9,"Сверхновая находится на расстоянии 440 миллионов световых лет от Земли."
