"sent_pos","source"
0,"Дно черной дыры Стивен Хокинг выдвинул новую научную теорию Об этом сообщает сайт Королевского технологического института в Стокгольме."
1,"По мнению физика, которое он высказал на конференции в Стокгольме, в действительности черные дыры не проглатывают и не уничтожают информацию."
2,"Стивен Хокинг предположил, что информация вообще не попадает в черную дыру."
3,"Вместо этого информация постоянно записывается в виде двухмерной голограммы на горизонте событий черной дыры, точке невозврата."
4,"При этом информация перемешивается – двухмерные голограммы хранят ее в ""хаотической, бесполезной форме""."
5,"Как считает Стивен Хокинг, такая информация потеряна для практического использования."
6,"Однако физик полагает, что информация может ""выбраться"" из черной дыры, раз она не попадает непосредственно в нее."
7,"""Существование альтернативных теорий относительно черных дыр предполагает, что это возможно."
8,"Черная дыра должна быть большой, и если она вращается, тогда возможен проход в другую вселенную."
9,"Но вы не сможете вернуться в нашу"", — приводит сайт Королевского технологического института слова Стивена Хокинга."
10,"Вопрос о том, что происходит с информацией о физическом состоянии объектов, когда их проглатывает черная дыра, был одним из самых трудных для ученых в течение десятков лет."
11,"По законам квантовой механики эта информация не должна исчезать – вне зависимости от того, что с ней происходит, даже если объект попадает в черную дыру, говорится в статье."
