"sent_pos","source"
0,"Музыка, пикник, афиша Крупнейший в России музыкальный фестиваль пройдет 25 июля в парке Коломенское Хэдлайнером Главной сцены Пикника ""Афиши"" в этом году станет Земфира."
1,"Помимо нее на фестивале представлено немало российских музыкантов: Найк Борзов с альбомом «Заноза», Mana Island, Mujuice, True Flavas, выступивший на последней московской «Boiler room» BMB Spacekid и Check, а также представители лейблов Gazgolder и Black Star Скриптонит и Мот, СБПЧ с новым альбомом и Иван Дорн."
2,"Из зарубежных исполнителей ожидаются The Horrors, Hot Chip, Kiesza, The Gaslamp Killer, Oddisee & Good Company."
3,"Формат фестиваля Пикник ""Афиши"", начавший свое существование в 2004 году, к 2015 существенно изменился."
4,"Сейчас зрители приходят не только послушать музыку, но и посетить эксклюзивный фудкорт, разнообразные маркеты, галереи, выставки и мастер-классы."
5,"Еще одно нововведение: киностудия им. Горького покажет шедевры немого кино."
6,"В программе три немые комедии: «Процесс о трех миллионах» Якова Протазанова, «Поцелуй Мэри Пикфорд» и «Кукла с миллионами» Сергея Комарова."
7,"А также специальная 45-минутная версия первого советского немого фантастического фильма «Аэлита» Якова Протазанова."
8,"Кроме фильмов на площадке пройдут лекции преподавателей Московской школы нового кино."
9,"Хоть фестиваль теперь нельзя назвать только музыкальным, но многие приходят сюда именно за качественной музыкой."
10,"В разные годы на сцену Пикника ""Афиши"" выходили Blur, Jamiroquai, Suede, MGMT, Pet Shop Boys, Franz Ferdinand, Mika, Chromatics, Алоэ Блэкк, Ля Ру, M83, Madness, The Editors, Hercules and Love Affair, «Аквариум», Земфира, «Мумий Тролль» и еще более 500 артистов."
