"sent_pos","source"
0,"Михаил Леонтьев предрек вечные санкции против России Пресс-секретарь «Роснефти» полагает, что выжить и победить в ситуации, когда перед страной стоит очень серьезный вызов, это одно и то же."
1,"Михаил Леонтьев считает, что по России принято окончательное решение, и санкции США против Москвы введены навсегда."
2,"«Решение принято как бы по Путину и по существующей системе власти в России."
3,"Но надо понять, что с уничтожением этой власти будет уничтожена Россия, потому что второй раз эти грамотные товарищи на эти грабли уже не наступят, когда они решили, что Россия сама справится с самоуничтожением», — цитирует Лента.ру пресс-секретаря «Роснефти»."
4,"Леонтьев полагает, что выжить и победить в ситуации, когда перед страной стоит очень серьезный вызов, это одно и то же."
5,"«Но для этого надо сильно поменять существующие правила», — отметил журналист."
6,"По его словам, надо понимать, что России объявлена экономическая война, а «мы продолжаем экономическую политику вести по правилам того, кто нам объявил войну, и очень внимательно следим, как бы он не обиделся»."
7,"Эти правила, добавил Леонтьев, были приняты тогда, когда страна была очень слабой — так легче достигался консенсус и социально-экономическое равновесие."
8,"В марте этого года президент Владимир Путин признал, что антироссийские санкции наносят некоторый ущерб, но фатальными не являются."
9,"По его словам, было очевидно, что Россия после присоединения Крыма столкнется и с объективными трудностями переходного периода, и с «попытками внешнего противодействия»."
10,"Санкции США и стран-членов Евросоюза, а также ряда других государств были введены против Москвы в марте 2014 года на фоне присоединения Крыма к России."
11,"Потом из-за позиции РФ по конфликту на востоке Украины ограничительные меры неоднократно продлевались и расширялись."
12,"Санкции подразумевают запрет на въезд и замораживание счетов ряда физических и юридических лиц."
13,"В черных списках значатся имена российских граждан, в том числе политиков, а также представителей ополчения Донбасса."
14,"Кроме того, ограничения затронули целые сектора российской экономики."
15,"Хотя многие страны в ЕС выступают за снятие ограничений, периодически звучат заявления о готовности ввести новые, если Москва не выполнит свои обязательства, предусмотренные в минских соглашениях."
16,"Те же угрозы звучат со стороны Вашингтона."
17,"В Москве считают, что Запад должен отреагировать на невыполнение Украиной минских соглашений, и Россия в связи с этим не понимает попыток ужесточения антироссийских санкций."
18,"16 марта представитель Госдепартамента США Джен Псаки заявила, что антироссийские санкции, связанные с Крымом, «останутся в силе до тех пор, пока будет продолжаться оккупация Россией полуострова»."
