"sent_pos","source"
0,"Холодная ванна возвращает силы Гидротерапия: счастье в воде Исследования показали, что холодные и контрастные ванны помогают быстрее восстановить форму после занятий спортом."
1,"Животворный эффект холодных и контрастных ванн (или душей) известен давно."
2,"Австралийцы провели грамотное исследование этих феноменов с участием профессиональных спортсменов."
3,"Австралийские врачи исследовали воздействие холодных и контрастных ванн на спортсменов во время тренировок."
4,"В промежутках между тренировочными циклами велосипедисты принимали холодные, горячие или контрастные ванны или просто отдыхали."
5,"Выяснилось, что холодные ванны повышали последующие показатели больше всего (до 2,2%), контрастные на 1,4%, а горячие понижали на 3,4% – такие же показатели были у спортсменов, которые просто отдыхали."
6,"Это исследование поможет не только спортсменам – каждый, кто начинает заниматься спортом, фитнесом или другими физическими упражнениями, сталкивается с серьезной проблемой: после занятия тело ноет, мышцы становятся жесткими и плохо тянутся."
7,"Медики считают, что эти ощущения возникают в результате накопления в мышцах молочной кислоты, хотя в последнее время эта точка зрения вызывает споры."
8,"Как бы то ни было холодные и контрастные ванны помогут снять неприятные ощущения в мышцах и вернуть телу здоровый тонус."
9,"Душ тоже помогает, хотя его эффект ниже, чем у ванны."
10,"Животворный эффект холодных и контрастных ванн (или душей) известен давно."
11,"Австралийцы просто провели грамотное исследование этих феноменов с участием профессиональных спортсменов."
12,"В России, да наверноt и во всем мире, подготовка и реабилитация спортсменов невозможна без водных процедур."
13,"В «Медицинском справочнике тренера» читаем: «В зависимости от степени воздействия нагрузки используются различные восстановительные средства… При больших, глобальных нагрузках – сочетание парной бани (или сауны) с водными процедурами."
14,"При выполнении интенсивных упражнений – контрастные водные ванны."
15,"При повышении или восстановлении работоспособности перед повторной или двухразовой тренировкой к эффективным средствам следует отнести парную баню в сочетании с холодными водными процедурами (температура воды не выше +12–15°)."
16,"Контрастный душ в течение 5–7 мин."
17,"также может стать простым средством восстановления в процессе тренировки при следующей методике применения: 1 мин."
18,"горячая вода ( +37–38°), затем 5–10 сек."
19,"– холодная вода ( +12–15°) и т.д.» () Вообще гидротерапия – а в нее входят и влажное укутывание, и компрессы, и еще сотни вещей – это обширнейшая область медицины и профилактики."
20,"Сюда входят и воздействие холодной водой (криотерапия), и горячей (термотерапия), и сочетание этих воздействий – так называемые контрастные водные процедуры."
21,"История холодных и контрастных водных процедур смыкается с историей бань."
22,"В Древнем Египте простейшие бани возникли еще 5 тыс."
23,"лет назад и выполняли прежде всего лечебную функцию."
24,"В бане был специальный бассейн для контрастных процедур."
25,"Александр Македонский, завоевав Египет, по достоинству оценил не только пирамиды, но и местные бани."
26,"По его приказу бани – лаконикумы – стали возводить по всей Элладе."
27,"Греки широко использовали бани в оздоровительных целях."
28,"Знаменитый Гиппократ чуть ли не в каждом втором случае вместо лекарства назначал парную баню."
29,"В то же самое время он отмечал пользу лечения холодом."
30,"Чтобы снизить воспаление, отец медицины Запада предписывал «обливание холодной водой» – он знал, что охлаждение кожного покрова может блокировать болевые ощущения."
31,"В России бани были известны с глубокой древности."
32,"Летописец Нестор относит их возникновение к I столетию н.э., когда св. апостол Андрей, проповедуя в Киеве евангельское слово, отправился потом в Новгород, где он увидел чудо – парившихся в бане."
33,"В ней, по описанию Нестора, все превращались по цвету в сваренных раков."
34,"Накалив печь в деревянных банях, «туда входили нагими и там обливались водой."
35,"Потом брали розги (веник) и начинали себя бить, и до того секли, что едва выходили живыми."
36,"Но потом, окатившись холодной водой, оживали»."
37,"В начале XVII столетия иностранные послы сообщали из России о том, что русские голыми обливаются холодной водой, зимой же, выскочив из бани, они валяются на снегу, трут им тело будто мылом."
38,"Потом, остывши, снова входят в жаркую баню."
39,"При посещении Петром I Парижа русские гренадеры демонстрировали парижанам купание после бани в ледяной воде."
40,"На эти зрелища приходило посмотреть целое сборище изумленных французских зрителей."
41,"Особенно непонятным было, что этот экстравагантный способ закаливания давал не смерть или болезнь, а мощное здоровье."
42,"Закаливая организм, контрастные процедуры избавляют от простудных заболеваний, которые досаждают нам осенью и морозной зимой."
43,"Они улучшают настроение и работоспособность, делают кожу эластичной и упругой, помогают сбросить лишний вес."
44,"Под воздействием горячей воды кровеносные сосуды, особенно капилляры кожи, расширяются, а холодная вода сужает их."
45,"Это своего рода тренировка для сосудов, которая со временем делает их более эластичными и менее подверженными неблагоприятным воздействиям."
