"sent_pos","source"
0,"Власти Ливии: присутствие Каддафи в стране — гарантия её безопасности."
1,"Запад продолжает настаивать на отставке ливийского лидера."
2,"Министр информации Ливии Мусса Ибрагим заявил, что наихудшим вариантом развития событий в стране он считает уход Муамара Каддафи, сообщает РБК."
3,"«Если исчезнет Каддафи — исчезнет гарантия безопасности», — заявил Ибрагим."
4,"Поскольку Запад продолжает настаивать на отставке Муамара Каддафи, а формально он не занимает никаких руководящих постов в Ливии, то его уход, по всей вероятности, может означать только бегство из страны."
5,"Это исчезновение и имел в виду Мусса Ибрагим в своём заявлении."
6,"Он также сообщил, что на момент 26 мая удары, нанесённые авиацией НАТО по Ливии, стали причиной гибели 718 мирных жителей."
7,"Ещё более 4 тыс."
8,"человек в результате авиаатак получили ранения."
9,"Накануне в Триполи произошло ещё шесть мощных взрывов."
10,"Напомним, 17 марта 2011 года Совбез ООН принял резолюцию, запрещающую авиации армии Каддафи осуществлять полёты над Ливией, в связи с тем, что войска полковника бомбили населённые пункты, в которых проживали мирные жители."
11,"Вскоре по военным и промышленным объектам, которые находятся под контролем Каддафи, начала наносить удары международная коалиция, командование над которой спустя несколько дней взяло на себя НАТО."
