"sent_pos","source"
0,"Извержение подлёдного вулкана в Исландии Вулканическое извержение началось вчера в Южной Исландии вблизи ледника Эйяфьялдаекюдль."
1,"Первые признаки извержения были замечены между 23:00 и полночью по Гринвичу."
2,"Пока еще не ясно точное место извержения но похоже, что извергается вулкан Fimmvörðuháls."
3,"Люди, живущие в этом районе в настоящее время эвакуированы."
4,"Полиция закрыла дороги в этом районе и было объявлено чрезвычайное положение."
5,"Извержение может привести к наводнениям, если вулкан находится под ледником, но, к счастью, между Эйяфьялдаекюдль и Mýrdalsjökull опасность наводнений низкая."
6,"Сообщается, что извержение можно увидеть так далеко, как от Вестманнаэйяр."
7,"До сих пор потоки лавы остаются вязкими и густыми."
8,"Авиаперевозчик Icelandair отменяет рейсы в Исландию в качестве меры предосторожности в связи с рисками полёта в вулканическом пепле."
9,"Авиакомпании запрещают полёты в пределах 120 морских миль от вулкана."
10,"Исландия — это вулканический остров, расположенный на вершине Срединно-Атлантического хребта на стыке североамериканской и евразийской тектонических плит."
