"sent_pos","source"
0,"Пасхальные ритуалы и обычаи Что значат эти куличи и яйца?"
1,"В магазинах появляются куличи, работники торговли приготовились к повышенному спросу на яйца, страницы журналов пестрят различными праздничными рецептами, а на улицах появились плакаты с надписями «Христос Воскресе!»."
2,"Пасха!"
3,"Важнейший христианский праздник, торжество из торжеств, праздник праздников, установленный в честь воскресения Иисуса Христа."
4,"И мы послушно красим луком яйца, покупаем и освещаем куличи, ходим в церковь на праздничную службу и принимаем участие в Крестном ходе, а быть может, просто смотрим по телевизору прямую трансляцию из Иерусалима, испытывая удовлетворение от того, что отдали дань какой-то малопонятной традиции, и редко когда задаемся вопросами: «А при чем здесь куличи?», «Почему яйца, и именно красные?», «Зачем к столу подают пасху?» и т.п."
5,"А между тем история Пасхи и пасхальные традиции не менее интересные, чем само празднование."
6,"Приготовления К самому большому празднику года в доме, разумеется, должно быть убрано, непременно (по народной примете) вымыты окна."
7,"Вернее, не просто к Пасхе, а к Великому четвергу, недаром его еще называют Чистый четверг."
8,"В старину к этому дню собирали ветки можжевельника и сжигали их, а дымом окуривали все помещения, в том числе хлев и сарай, — считалось, что целебный можжевеловый дым, своего рода благовоние Центральной России, — защищает человека и скот от болезней."
9,"Именно в этот день также положено красить яйца, делать пасху, замешивать тесто для куличей — пожалуй, для хозяек это один из самых хлопотных дней в году."
10,"Приготовление пасхального стола стараются закончить именно в четверг, чтобы ничто не отвлекало от служб Страстной пятницы, дня траура и молитвы."
11,"Не забывали в старину и о личной гигиене — раньше в этот день многие купались в проруби."
12,"Именно в этот день впервые подрезали волосы годовалому ребенку (делать это раньше считалось грехом), а девушки подрезали кончики своих кос — чтобы волосы были гуще и лучше росли."
13,"Однако у Великого четверга есть еще одно название — Страстной четверг, день Тайной вечери, и православные стремятся в этот день в первую очередь очиститься духовно, причаститься, — именно в этот день на Тайной вечере Христом и было установлено таинство евхаристии, или причащения."
14,"Что касается освящения куличей, творожных пасх и яиц, то, как правило, в небольших сельских церквях их освящают в храмах в воскресенье сразу после пасхальной службы, а в больших городах, когда в этот день в храм приходит огромное количество народу, это делают за день до этого, в субботу."
15,"Пасхальное богослужение Богослужение в Пасху особо торжественное."
16,"Как правило, оно начинается незадолго до полуночи, но лучше прийти в церковь заранее, чтобы не оказаться за порогом, — большинство церквей в пасхальную ночь набиты битком и многие прихожане занимают места уже за несколько часов."
17,"Из церкви начинается и Крестный ход, названный так потому, что священник несет перед собой крест."
18,"Процессия три раза обходит вокруг церкви с пением."
19,"Участников Крестного хода церковь сравнивает с женами-мироносицами, которые первые встретили Христа воскресшим."
20,"В это время бьют колокола — в течение пасхальной недели во всех православных церквях, как правило, любому желающему разрешается подняться на колокольню и позвонить."
21,"А после окончания службы верующие христосуются — приветствуют друг друга целованием и словами «Христос воскресе!»."
22,"Свечу, с которой обходили Крестным ходом вокруг церкви, раньше обычно сохраняли, приписывая ей чудесные свойства."
23,"На этом торжественная часть заканчивается, и начинается пасхальный пир."
24,"В течение всех 40 дней Пасхи, а особенно на первой неделе, ходят в гости, дарят крашеные яйца и куличи, а в старину еще и играли в пасхальные игры."
25,"Крашеные яйца Яйца на Пасху красят все — и верующие, и те, для которых это просто веселый обычай."
26,"И правда, какая Пасха без яиц?"
27,"Ведь яйцо — не только символ жизни, плодородия и весеннего возрождения природы."
28,"Еще задолго до Христа яйцо считали прообразом самой Вселенной."
29,"Сама форма яйца — овал — у греков символизировала чудо."
30,"Обычай красить яйца связан с именем римского императора Марка Аврелия."
31,"Считается, что в день, когда он родился, одна из кур его матери снесла яйцо, помеченное красными точками."
32,"Это истолковали как знак того, что родился будущий император."
33,"Со временем у римлян вошло в обычай посылать друг другу в качестве поздравления окрашенные яйца."
34,"Причин же, по которым православные красят на Пасху яйца именно в красный цвет, называют несколько."
35,"Существует версия, что это делают потому, что в пасхальные праздники яйцо окрашено кровью Христа."
36,"Другая легенда гласит, что после смерти Христа семь иудеев собрались на пир."
37,"На столе среди прочих блюд были жареная курица и вареные яйца."
38,"Один из гостей, вспомнив про Христа, сказал, что тот воскреснет на третий день, на что хозяин дома ответил, что это будет возможным, только если курица на столе оживет, а яйца станут красными."
39,"И в тот же миг курица ожила, а яйца покраснели."
40,"Однако самая распространенная версия — что после воскресения Христа его последователи разошлись по разным странам, разнося повсюду весть о том, что Христос победил смерть."
41,"И Мария Магдалина пришла с этой вестью к самому римскому императору Тиберию."
42,"В подарок императору Мария преподнесла яйцо как символ воскресения Христа."
43,"Император же усомнился в этом и сказал, что как яйцо из белого не становится красным, так и мертвые не воскресают."
44,"Яйцо тут же стало красным."
45,"Потому, несмотря на то что яйца красят в разные цвета, традиционным цветом считается именно красный, цвет жизни и победы."
46,"Также существует и вполне бытовое объяснение обычая крашения яиц."
47,"Его сторонники утверждают, что так как во время сорокадневного Великого поста нельзя есть яйца, а курицам-несушкам объяснить это невозможно, то за время поста скапливалось огромное число яиц, которые нельзя было съесть сразу."
48,"Чтобы они не пропали, их варили, а чтобы не путать с невареными, их красили натуральными красителями, в частности луком, который и придавал им темно-красный цвет."
49,"Со временем хозяйственная необходимость превратилась в праздничный ритуал."
50,"Пасха Это особое сладкое блюдо из творога имеет форму усеченной пирамиды, символизирующей Гроб Господень, и ее, как правило, украшают буквами «ХВ»."
51,"Она также считается символом пасхального веселья и сладости райской жизни, прообразом Царства Небесного, и тех самых молочных рек в кисельных берегах, которые всегда были мечтой русского крестьянина."
52,"Кулич Пасхальный кулич по своей форме напоминает артос — хлеб, который освящается на пасхальном богослужении."
53,"В память о том, что Христос, приходя к своим ученикам после воскресения, сам вкушал с ними пищу, апостолы во время еды не занимали среднее место за столом, оставляя перед ним хлеб, будто Христос незримо присутствовал среди них."
54,"Таким образом, пасхальный артос — символ самого Иисуса."
55,"Всю Светлую седмицу (праздничную неделю после Пасхи) он занимает в храме самое видное место и раздается верующим в субботу этой недели."
56,"К настоящему времени сложился обычай и в каждой семье печь сдобный хлеб — кулич, как бы домашний артос, и освящать его в церкви."
57,"Народные обычаи Раньше в пасхальную ночь — как только зазвонят колокола — всюду в деревнях зажигались огни."
58,"Около церквей разжигали костры, зажигали развешенные накануне фонарики, на холмах поджигали смоляные бочки."
59,"Оставшиеся от костров угли собирали и закладывали под крышу — дабы защитить дом от пожара и молнии."
60,"Во многих местах перед началом пасхальной службы и после ее окончания было принято стрелять из ружей."
61,"Особенно распространенной эта традиция была среди охотников — считалось, что тем самым не только обеспечишь себе удачную охоту на весь год, но также непременно убьешь черта."
62,"К тому же «стрелять — значит Христа встречать»."
63,"А на севере России после окончания пасхальной службы скорее бежали домой разговляться — считалось, что кто быстрее прибежит, тот раньше других соберет урожай."
64,"Народные гулянья на Пасху сегодня уже не проводятся с таким размахом, как раньше, когда они продолжались от одного дня до 2—3 недель (в зависимости от местности) и носили название Красная горка — время хороводов и разнообразных игр."
65,"Так же как люди христосуются трижды в щеки, христосуются и пасхальными яйцами, разбивая по очереди разные их концы."
66,"Раньше дети везде играли в «покатушки» — у кого яйцо дальше укатится."
67,"У пасхальных яиц были и разные «практические» применения — их катали по земле, чтобы она была плодородной; яйцо клали в правую руку тому, кто умер на Пасху; зачастую их не ели сразу, а берегли в течение всего года, чтобы использовать как защиту дома от пожара, а посевов — от града."
68,"Следует сказать, что по традиции на Пасху никогда не ходят на кладбище, более того, в связи с этим радостным днем прекращается даже поминовение усопших в течение всей Светлой седмицы."
69,"Родительский день — Радоница — отмечается на десятый день после Пасхи, а обычай посещать на Пасху могилы родственников возник в советское время — как попытка превратить церковный праздник в своего рода день поминовения усопших."
