"sent_pos","source"
0,"Усманов планирует получить контроль над «МегаФоном» СМИ пишут, что сумма сделки составит 5 млрд долларов."
1,"Структуры Алишера Усманова выкупят долю в сотовом операторе «МегаФон», принадлежащую компании Altimo."
2,"Как пишет РБК, сумма сделки составит пять миллиардов долларов."
3,"После этого контроль над «МегаФоном» перейдет к Усманову."
4,"Altimo управляет телекоммуникационными активами компании «Альфа-групп» бизнесмена Михаила Фридмана."
5,"Компании принадлежит 25,1% акций сотового оператора."
6,"Сообщается, что в настоящее время переговоры находятся в завершающей стадии, а о договоренности может быть объявлено в течение месяца."
7,"«АФ Телеком Холдинг» Алишера Усманова контролирует 31,13% акций «МегаФона»."
8,"Еще 43,77% ценных бумаг оператора принадлежит шведской телекоммуникационной компании TeliaSonera."
9,"«МегаФон» является крупнейшей непубличной компанией в России, предоставляющей услуги мобильной связи."
10,"По итогам 2011 года число клиентов оператора превысило 60 миллионов."
11,"За прошлый год выручка компании выросла на 12,6% до 242,6 млрд рублей, а прибыль сократилась на 11,4% до 43,5 миллиарда."
