"sent_id","par_id","source","book_id","par_pos","sent_pos"
107468,37515,"Ливанов устроил разнос ректорам вузов из-за невыполнения указа об увеличении зарплаты преподавателей.",3829,1,1
105567,36888,"Глава министерства пригрозил виновным соответствующими кадровыми решениями.",3829,2,1
105568,36889,"Министр образования и науки Дмитрий Ливанов обрушился с резкой критикой на ректоров высших учебных заведений за то, что они не выполнили майский указ президента РФ Владимира Путина о повышении заработной платы преподавателей.",3829,3,1
105569,36889,"Глава министерства пригрозил виновным соответствующими кадровыми решениями.",3829,3,2
105570,36889,"Однако сами ректоры на условиях анонимности заявили газете ""Коммерсант"", что при нынешнем финансировании вузов могут поднять зарплату своим работникам только в одном случае - при сокращении штатов.",3829,3,3
105571,36889,"В совещании у главы Минобрнауки приняли участие ректоры 20 московских вузов - РГГУ, ГУУ, МИСиСа и других ведущих учебных заведений.",3829,3,4
105572,36890,"В 2012 году Путин объявил о планах правительства к 2018 году обеспечить зарплату преподавателей на уровне не менее 200% от средней в регионе.",3829,4,1
105573,36890,"В то же время в настоящее время уже шесть регионов, в том числе Москва, отстают от графика роста зарплаты - преподаватели получают меньше 125% от средней зарплаты.",3829,4,2
105574,36891,"Как сообщил один из ректоров, совещание было очень жестким.",3829,5,1
105575,36891,"На все вопросы Ливанов отвечал, что ректор некомпетентен или не разобрался в ситуации.",3829,5,2
105576,36891,"А между тем, по словам собеседника издания, проблема состоит в том, что вузам не выделили достаточно средств для реализации задуманного властями.",3829,5,3
105577,36891,"Тем не менее министр потребовал взять на контроль вопрос повышения зарплат и достичь необходимых показателей в кратчайшие сроки.",3829,5,4
105578,36891,"По мнению сопредседателя межрегионального профсоюза ""Университетская солидарность"" Михаила Лобанова, правительство понимает, что существует явный недостаток финансирования вузов, однако все равно требует выполнять указ Путина.",3829,5,5
105579,36891,"По его словам, в итоге вузы вынуждены сокращать штаты, увеличивая нагрузку на оставшихся преподавателей.",3829,5,6
105580,36892,"Напомним, в прошлом году разыгрался крупный скандал из-за сокращения штатов в Московском государственном университете имени М.В. Ломоносова.",3829,6,1
105581,36892,"Тогда произошла волна увольнений сотрудников ликвидированных подразделений МГУ, в том числе ""Центра средств массовой информации МГУ"", ""Редакции оперативного радиовещания МГУ"" и других.",3829,6,2
105582,36892,"Возмущенные уволенные преподаватели даже писали открытое письмо президенту Владимиру Путину.",3829,6,3
105583,36892,"Они подсчитали, что для того, чтобы не нарушать обещаний президента и кабмина, руководство вуза в 2013 году должно было увеличить на 10% зарплату для профессорско-преподавательского состава и на 28% для научного состава, а в 2014 году - на 25% и 34% соответственно.",3829,6,4
105584,36892,"Но этого не произошло.",3829,6,5
105585,36892,"В Роструде тогда указывали, что выявлены многочисленные нарушения, связанные с процедурой увольнения работников и расчета им выплат.",3829,6,6
105586,36892,"Однако чиновники в свое оправдание заявили, что сокращение штатов произошло законно - все сотрудники были заблаговременно предупреждены о грядущем увольнении.",3829,6,7
