"sent_pos","source"
0,"Причина, как считают, в пренебрежении факторами риска Как показал анализ данных о средней продолжительности жизни в мире, США отстают от других промышленно развитых стран."
1,"На момент последнего исследования, проведенного в 2007 году, средняя продолжительность жизни американских мужчин составляла около 75 с половиной лет."
2,"Таким образом, США оказались на 37 месте, пропустив вперед Австралию, Японию, Канаду и многие страны Европы."
3,"У женщин в Америке показатели значительно лучше – американки, в среднем, живут почти 81 год."
4,"Однако в мировом рейтинге страна за последние 20 лет сильно опустилась, и американские женщины по продолжительности жизни также оказались на 37 месте из 200."
5,"Мы побеседовали об этом с Али Мокдадом из Института показателей и оценки здоровья при Вашингтонском университете."
6,"По его словам, в США показатель продолжительности жизни растет значительно медленнее, чем во многих других странах."
7,"Мокдад связывает это с тем, что в США недостаточно внимания уделяется снижению факторов риска, таких, как ожирение, повышенное кровяное давление и т.д."
8,"Он показал нам карту страны, на которой отчетливо видно существенное расхождение показателей."
9,"Красным и оранжевым цветами помечены округа с наименьшим количеством долгожителей."
10,"Больше всего этих цветов – на юге страны, где наблюдается самый низкий социоэкономический статус и больше всего факторов риска для здоровья."
11,"Кроме того, население этих районов имеет ограниченный доступ к здравоохранению."
12,"«У людей в сельских районах более низкий уровень образования и доходов."
13,"Среди местного населения больше курильщиков и людей, страдающих от ожирения."
14,"У многих нет медицинской страховки и доступа к качественным медицинским услугам», – поясняет Мокдад."
15,"В США вопросы здравоохранения зачастую регулируются на местном, а не национальном уровне."
16,"В некоторых местах запрещено курение на рабочем месте, где-то выделяются дорожки для движения велосипедистов, где-то организуются фермерские рынки."
17,"Но это происходит не везде."
18,"«Почему-то эти программы вызывают скептическое отношение, хотя они помогают изменить общую атмосферу."
19,"Их можно считать долгосрочными инвестициями – как когда вы строите школу."
20,"Влияние этого вы сможете увидеть только через 20 лет."
21,"То же происходит со здравоохранением – стране нужны долгосрочные инвестиции в повышение физической активности и изменение привычек питания», – говорит доктор Али Мокдад."
22,"Статья, посвященная его исследованию о средней продолжительности жизни в США, опубликована в журнале Population Health Metrics."
