"sent_pos","source"
0,"Буш подписал закон о строительстве забора Президент США Джордж Буш подписал закон о строительстве забора, длинной более 1000 км, на границе между США и Мексикой."
1,"Забор должен затруднить нелегальную иммиграцию из Мексики."
2,"При подписании закона, Буш сказал, что, к сожалению, за последние десятилетия США не смогли обеспечить полного контроля над границей."
3,"В последнее время нелегальная иммиграция из Мексики всё время увеличивалась, по некоторым оценкам, в настоящее время в США проживают 10 миллионов мексиканцев, из них четыре миллиона — нелегально."
4,"Мексика выступила с протестом против строительства забора."
5,"Закон о заборе был принят Сенатом США на прошлой неделе."
6,"Строительство забора длинной 1125 км обойдётся в 1,2 миллиардов долларов."
7,"Министр иностранных дел Мексики Луис Эрнесто Дербез (Luis Ernesto Derbez) заявил, что такое решение оскорбительно для Мексики."
8,"Он добавил, что Мексика будет обращаться в ООН, чтобы предотвратить строительство забора."
9,"Президент Мексики назвал забор бесстыдством и сравнил его с берлинской стеной."
10,"В настоящее время на границе между США и Мексикой, общая длина которой составляет 3200 км, существует уже забор длиной 112 км."
11,"Новый забор должен пролегать в четырёх штатах: Калифорния, Аризона, Нью-Мексико и Техас."
