"sent_id","par_id","source","book_id","par_pos","sent_pos"
41871,13587,"США объявили часть Луны памятником",1485,1,1
41872,13587,"Речь идёт о Море Спокойствия, где более 40 лет назад произошла первая высадка человека на Луне.",1485,1,2
41873,13588,"Американский штат Калифорния назвал часть Луны (Море Спокойствия) охраняемым памятником истории.",1485,2,1
41874,13588,"На этом месте 40 лет назад американцы высадились на естественном спутнике Земли.",1485,2,2
41875,13588,"Как выяснилось, речь идёт об охране более 100 объектов, которые экипаж «Аполлона-11» оставил на поверхности Луны.",1485,2,3
41876,13588,"Данное решение, как передаёт РГРК «Голос России», принято комиссией исторических ресурсов штата, которая всерьёз рассчитывает, что место высадки американцев (что, кстати, многие считают неправдой) попадёт в перечень объектов Мирового культурного наследия ООН.",1485,2,4
41877,13589,"В США заявляют, что в июле 1969 года американцами были оставлены на Луне сейсмографы, инструменты, камеры, контейнеры, антенны, пустые бутылки для хранения еды и воды, американский флаг, посадочная ступень лунного модуля с табличкой и выгравированными на ней картой полушарий Земли и словами «Здесь люди с планеты Земля впервые ступили на Луну.",1485,3,1
41878,13589,"Июль 1969 года новой эры.",1485,3,2
41879,13589,"Мы пришли с миром от имени всего человечества».",1485,3,3
41880,13590,"О спорах вокруг возможной высадки американцев на Луну 40 лет назад читайте в статье Частного корреспондента «Лунный камень преткновения»",1485,4,1
