"sent_pos","source"
0,"Как художник художнику «Я не знаю, господин президент, почему вместо общепринятого ведения блога вы прибегли к услугам таксидермистов» По совершеннейшей случайности «Частный корреспондент» уже после публикации обзора президентского блога обнаружил в Сети обращение к Дмитрию Медведеву."
1,"Нельзя сказать, что оно единственное, — обращений много, ведь президент сам пригласил к диалогу."
2,"А гражданам есть что сказать своему лидеру."
3,"Уважаемый господин Президент!"
4,"Обращаюсь к Вам как популярный блоггер к популярному блоггеру."
5,"Хотя френдов у Вас вдвое больше, а Ваше положение в реале просто выше всяких похвал, всё же у нас с Вами немало общего."
6,"У меня, как и у Вас, маленький рост, большие глаза и крупная голова."
7,"В мультипликации такая намеренная диспропорция приводит к тому, что смотрящие мультфильм дети ассоциируют его героев с собой: такие же маленькие, крупноголовые, большеглазые."
8,"И в этом — половина успеха любого мультика."
9,"Полагаю, наша с Вами популярность как блоггеров имеет эти же корни."
10,"И тем более обидно осознавать, что на самом деле Ваш блог — лишь видимость."
11,"Тень от ветра, глоток из пустой бутылки."
12,"И не блог, а закрытое и застёгнутое до обморока псевдосообщество, главные черты которого — премодерация и ультраофициоз."
13,"Это странно."
14,"Это как если бы Чебурашка заговорил голосом Левитана."
15,"Как если бы Вы поручили отправлять Ваши естественные надобности секретарше."
16,"Почему не сами?"
17,"Почему Вас имитирует сидящая за компьютером пожилая и усталая тётенька?"
18,"Не хочу проводить параллели с сексом по телефону, но там есть хоть какая-то обоюдность и живой голос."
19,"А комментировать что-либо у Вас в блоге — это всё равно, что кормить крошками самолёт."
20,"Хоть бы какашечка в ответ выпала."
21,"Мне, человеку, лексикон которого на две трети состоит из обозначающих половые органы слов, в данном случае нечего Вам сказать."
22,"Весьма нечего."
23,"И думаю, я лишь маленькая часть огромного молчащего хора."
24,"Господин Президент!"
25,"Вряд ли Вы, как я, будете когда-нибудь выступать на новогодних корпоративах перед шумной нетрезвой публикой."
26,"Хотя в России не стоит зарекаться ни от чего."
27,"Но всё же Вы, на мой взгляд, упускаете большую возможность."
28,"Общение — великое дело."
29,"Вас знает вся страна."
30,"Но любит ли она Вас?"
31,"Если бы я сегодня прочёл в Вашем блоге запись «Съел несвежую грушу."
32,"Выжил»."
33,"— господин Президент, я бы гордился Вами!"
34,"Я написал бы Вам кучу комментов и нарыл бы для Вас множество разных неунизительных для Президента способов промывки желудка."
35,"Я бы каждые пять минут заходил к Вам в блог в ожидании хороших известий."
36,"Если бы Вы не были так застёгнуты... Знаете ли Вы, что запись «Вот так дождь!"
37,"Меня так не тра не мочили с пятого класса!» сразу принесла бы Вам три тысячи верных френдов?"
38,"А запись «Нанял таджиков."
39,"Лужок будет разбит и засажен» , — провисела бы в топе неделю и собрала бы сто страниц откликов."
40,"Я не знаю, господин Президент, почему вместо общепринятого ведения блога Вы прибегли к услугам таксидермистов."
41,"И не понимаю, зачем Ваш пресс-секретарь завела себе блог без записей и комментов, но с одним френдом в виде себя самой."
42,"Возможно, неизвестные мне номенклатурные правила предписывают вам обоим загадочность и надмирность."
43,"Если это так, и мы переоцениваем степень Вашей демократичности, то не остаётся ничего другого, кроме как бить Вам челом в клавиатуру."
