"sent_pos","source"
0,"Ларри Кинга на CNN заменит человек Мёрдока Ведущим ежедневного ток-шоу станет британец Пирс Морган."
1,"Телеканал CNN нашёл замену Ларри Кингу."
2,"Новым ведущим ежевечернего шоу станет Пирс Морган, известный по телепередаче America's got talent."
3,"Как сообщает «Лента.Ру», Морган имеет богатый опыт работы в различных СМИ, как печатных, так и телевизионных."
4,"В его профессиональной копилке ведение передач на британском канале ITV1, а также работа в газетах The Sun и Daily Mirror."
5,"Изменит ли шоу Кинга своё название и формат, пока не сообщается."
6,"Известно лишь, что Пирс Морган приступит к работе на CNN с января 2011 года."
7,"Напомним, в конце июня 76-летний корифей журналистики, один из самых высокооплачиваемых и популярных ведущих с мировым именем Ларри Кинг заявил о своём уходе из шоу, бессменным ведущим которого он был в течение 25 лет."
8,"«Пора прекратить мои ночные бдения."
9,"Этой осенью я хотел бы закрыть программу."
10,"Мне бы хотелось посвящать больше времени семье, ходить на соревнования, в которых принимают участие мои дети», — сообщил тогда Кинг, у которого пятеро детей (младшим сыновьям 9 и 11 лет)."
11,"Программа Larry King Live заняла своё заслуженное место в Книге рекордов Гиннесса как самая долговыходящая на одном и том же канале в одно и то же время передача в жанре ток-шоу."
12,"Первым гостем в студии Кинга на телеканале CNN был экс-губернатор штата Нью-Йорк Марио Куомо."
13,"За четверть века Ларри беседовал с главами государств, именитыми политиками, знаменитыми актёрами и другими звёздами."
