"sent_pos","source"
0,"Уже подписан соответствующий договор с корпорацией ICANN, в новом домене будут работать ""только сайты интересные, полезные и безопасные для самых маленьких пользователей сети""."
1,"В русскоязычном сегменте Сети заработает специализированная детская доменная зона .ДЕТИ, сообщает ИТАР-ТАСС."
2,"Об этом заявил глава Координационного центра национального домена сети интернет Андрей Колесников."
3,"По его словам, соответствующий договор с корпорацией ICANN, управляющей адресным пространством интернета, был подписан в минувшую среду, 20 ноября."
4,"""Так что у нас будет еще один кириллический домен."
5,"В нем будут развиваться интересные для детей проекты."
6,"Это не реструктивные проекты, направленные на то, чтобы все закрыть и запретить."
7,"Это построение некоего острова, который позволит детишкам спокойно изучать интернет"", - пояснил Колесников, назвав проект своего рода ""детским интернетом""."
8,"Планируется, что новая доменная зона заработает в Рунете в конце года, и там можно будет создавать сайты."
9,"По словам Андрея Колесникова, в новом домене будут работать ""только сайты интересные, полезные и безопасные для самых маленьких пользователей сети""."
