"sent_pos","source"
0,"Британские СМИ: «Передача права на проведение ЧМ-2018 России — безумие» Журналисты Туманного Альбиона пытаются доказать, что Москва недостойна принять первенство планеты по футболу."
1,"Как известно, наблюдатели считают Москву и Лондон наиболее вероятными претендентами на право организации чемпионата мира по футболу в 2018 году."
2,"Поэтому неудивительно, что между Россией и Англией разворачивается серьёзная конкурентная борьба."
3,"Присоединились к ней и британские журналисты, которые стараются убедить читателей, что наша страна недостойна такого права."
4,"«Если Россия такая замечательная, то почему Роман Абрамович живёт в Вентворте?"
5,"Этот человек обладает миллиардами."
6,"У него мог бы быть самый лучший дом в России."
7,"У него могло бы быть их хоть десять, раскиданных по всей стране с запада на восток», — цитирует первый аргумент газеты Daily Mail «Росбалт»."
8,"Впрочем, против некоторых аргументов британских журналистов не поспоришь."
9,"Например, что Англии не нужно, как России, отстраивать 14 стадионов, возводить отели и прокладывать автомобильные и железные дороги, чтобы привести свою инфраструктуру в божеский вид."
10,"Кроме того, продолжают смишники, английские самолёты надёжнее российских, а Лондон не считается самой дорогой столицей Европы."
11,"К тому же темнокожим игрокам на берегах Туманного Альбиона будет играть намного безопаснее, чем в Москве, где нередки проявления расизма."
12,"«Россия приглашает к себе весь мир?"
13,"О да."
14,"А вы пытались когда-нибудь получить российскую визу?» — приводит следующий аргумент газета, почему-то забывая, что на оформление визы в Великобританию уходит не меньше времени."
15,"Напомним, за право организации ЧМ-2018 помимо России и Англии собираются бороться США, Австралия, Япония, Катар, Южная Корея, Испания — Португалия (совместно) и Бельгия — Нидерланды (совместно)."
16,"В российской заявке — 16 стадионов в 13 городах."
17,"Государство, которое примет у себя мундиаль, будет объявлено 2 декабря 2010 года."
