"sent_pos","source"
0,"«Большой брат» нас не видит Проект видеофиксации скорости на дорогах остановили кризис и юристы Очередной повод выступить против введения автоматизированной системы фиксации нарушений ПДД появился у российских автомобилистов."
1,"Из-за неразберихи в терминах получается так, что ее не существует, а значит, выписанный по ее данным штраф можно не оплачивать вовсе."
2,"Сотрудники ГИБДД, впрочем, заявляют, что система еще как реальна и софистика провинившимся автомобилистам не поможет."
3,"Между тем проект уже фактически заморожен из-за нехватки средств."
4,"И вряд ли будет возобновлен."
5,"Не так давно один юридически подкованный автомобилист озаботился вопросом, насколько хорошо охраняются личные данные владельцев машин, полученные при помощи автоматизированной системы фиксации нарушений правил дорожного движения."
6,"Получив ответ от НИЦ БДД, что вопросы обеспечения информационной безопасности системы до сих пор не решены, любознательный автовладелец отправил запрос в Генпрокуратуру."
7,"Реакция была неожиданной: «В настоящее время на территории Российской Федерации автоматизированная система фиксации нарушений ПДД не создана и не эксплуатируется."
8,"Интересующие Вас вопросы обеспечения информационной безопасности указанной автоматизированной системы будут решаться при ее создании»."
9,"Остальные автомобилисты с воодушевлением подхватили и по-своему интерпретировали эту новость."
10,"«Это означает только одно — выписать вам штраф на основании данных этой системы нельзя, ибо она — по официальной бумаге из ГИБДД — не существует», — ликуют горе-водители на форумах и в блогах."
11,"Но как выяснилось, автовладельцы слишком рано начали радоваться."
12,"«Тут возникло недопонимание, — объясняет начальник отдела пропаганды отделения дорожной безопасности МВД РФ Владимир Шевченко."
13,"— В ответе на запрос имелось в виду то, что не существует единой системы видеофиксации, которая действовала бы по всей России."
14,"Пока что камеры, отслеживающие нарушения, есть только в 17 регионах страны."
15,"Но факты нарушения правил дорожного движения, зафиксированные с помощью видеокамер, всё равно учитываются»."
16,"Впрочем, вопрос о законности системы видеофиксации никто не снимал."
17,"Эксперты убеждены: сам факт существования такого способа слежки за автомобилистами нарушает конституцию."
18,"«По показаниям камеры нередко наказывают невиновного, то есть собственника, — рассказывает вице-президент Движения автомобилистов России Леонид Ольшанский."
19,"— Это может быть и бабушка, на которую записан автомобиль, и юридическое лицо, предоставившее транспорт своему сотруднику."
20,"У нас должна действовать презумпция невиновности."
21,"Это значит, что вина должна быть доказана, в случае сомнений ситуация должна трактоваться в пользу обвиняемого лица и должно быть установлено, кто конкретно совершил нарушение."
22,"В данном случае ни один из пунктов не действует."
23,"Кроме того, любой обвиняемый имеет право на адвоката, составление протокола, объяснение прав и обязанностей, опрос свидетелей."
24,"Возьмем Административный кодекс."
25,"В отношении, например, экологических преступлений эти нормы действуют."
26,"В отношении собственников автосредств — нет»."
27,"Пока что установка придорожных видеокамер приостановилась из-за кризиса."
28,"Как уверяют сотрудники ГИБДД, при первой же возможности устройства установят на всех дорогах страны."
29,"По словам экспертов, это спровоцирует ряд партизанских вылазок со стороны автомобилистов."
30,"«Война с камерами уже началась, — убежден Леонид Ольшанский."
31,"— Находчивые автомобилисты замазывают грязью номера или исправляют их с помощью зубной пасты, покрывают их особой пленкой с другими цифрами, изготавливают дорогие приборы, которые отталкивают фотолуч."
32,"Рано или поздно расположение камер будет выявлено."
33,"Мне неоднократно говорили, что будут эти камеры ломать или залеплять пластырем."
34,"Думаю, это только цветочки»."
