"sent_pos","source"
0,"СШЕ Замглавы Еврокомиссии предложила создать Соединенные Штаты Европы."
1,"Вице-президент Еврокомиссии по юстиции, фундаментальным правам и гражданству Вивиан Рединг повторила призыв Уинстона Черчилля, заявив что 18 стран еврозоны нужно объединить в Соединенные Штаты Европы."
2,"«Как и Уинстон Черчилль, я считаю, что Великобритании не обязательно в этом участвовать, но она должна оставаться близким союзником федеративной еврозоны, иметь общий рынок, общую торговую политику и, надеюсь, общую повестку дня в области безопасности», - цитирует «Взгляд» Рединга."
3,"Она напомнила, что Черчилль использовал формулировку «Соединенные Штаты Европы» в 1946 году в своей речи в Цюрихе."
4,"«Первым шагом в восстановлении европейской семьи должны быть партнерство между Францией и Германией."
5,"Только в этом случае можно вернуть Франции моральное лидерство в Европе."
6,"Возрождения Европы не будет без духовно великой Франции и духовно великой Германии."
7,"Идеальное устройство Соединенных штатов Европы подразумевает, что материальная мощь одного государства не столь важна."
8,"Малые государства должны быть равнозначны большим и должны заработать свое доброе имя путем внесения своего вклада в общее дело."
9,"Старейшие государства и княжества Германии, добровольно объединенные в федеральную систему для всеобщего удобства, могут занять отдельные места в составе Соединенных штатов Европы."
10,"Франция и Германия должны вместе взять на себя лидерские обязательства."
11,"– Великобритания, Британское содружество наций, могущественная Америка и, я надеюсь, Советская Россия — в действительности будут или, что ж, должны стать друзьями и покровителями новой Европы и стоять за ее право жить и процветать», - говорил Черчилль."
12,"По слова Рединг, Соединенные Штаты Европы помогут избежать напряженности в регионе за счет новых механизмов управления, которые стабилизируют валютную ситуацию: «Конечная цель стран-членов Еврозоны – обеспечение стабильности евро."
13,"Хотя стабильный валютный союз, очевидно, важен и для стран, не входящих в еврозону, их интерес может двигаться в другом направлении."
14,"Это создает сильное напряжение»."
15,"Она также добавила, что члены еврозоны «должны находить решения там, где их интересы отличаются от тех государств-членов, которые не разделяют единую валюту."
16,"В противном случае, они «вытолкнуть» Великобританию из ЕС»."
17,"В министерстве иностранных дел Британии не поддержали идею еврокомиссара, считая, что Рединг не видит недостатков в Евросоюзе."
18,"Кроме того, еврокомиссар проводит избирательную кампанию люксембургского президента ЕК Жозе Мануэля Баррозу, которого поддерживают как раз европейские консерваторы."
19,"В мае 2014 года состоятся выборы в Европарламент в 28 странах."
20,"Как уточняет издание, конкурент и соотечественник Баррозу – Жан-Клод Юнкер, пока имеет больше шансов занять пост главы Еврокомиссии."
