"sent_pos","source"
0,"Пианино «общественного пользования» Власти Лондона решили расставить на улицах города 31 пианино, чтобы любой желающий смог сыграть в своё удовольствие."
1,"Проект поддержали мэр Лондона Борис Джонсон и национальная лотерея."
2,"Пианино расставят в самых посещаемых местах города — перед Британской библиотекой, Музеем естественной истории, Банком Англии и галереей Тейт и т.д. Каждый инструмент будет украшен соответствующими месту мотивами."
3,"Например, пианино перед банком разрисуют деньгами, инструмент на Портобелло-роуд, где находится один из главных уличных рынков Лондона, будет украшен изображениями овощей и фруктов, а на Карнаби-стрит, где собирались хиппи, пианино разрисуют узорами 60-х годов."
4,"Город наймёт на полную ставку настройщика, который будет ездить от пианино к пианино на велосипеде и следить, чтобы инструменты звучали как следует."
5,"Инструменты будут прикованы к столбам и оградам."
6,"Но это скорей мера «на всякий случай» — в мэрии полагают, что публика не будет посягать как на пианино, так и на ламинированные сборники песен."
7,"Акция начнётся 23 июня и продлится три недели."
8,"Это не единственная акция с участием публики, которая пройдёт в Лондоне этим летом."
9,"Скульптор Энтони Гормли реализует свой проект «Один и другой»."
10,"Более 2 тыс."
11,"человек по очереди по часу проведут на пустом постаменте на Трафальгар-сквер."
