"sent_pos","source"
0,"Кирсан Илюмжинов переизбран на посту президента ФИДЕ Выборы закончились."
1,"Сегодня в Турине делегаты более чем из 150 стран участвовали в выборах президента ФИДЕ."
2,"Результат выборов однозначен — победа Кирсана Илюмжинова."
3,"За него было подано 96 голосов, за его соперника Бесселя Кока — 54 голосов."
4,"Представитель проигравшей команды были среди первых, которые поздравили Илюмжинова с победой."
5,"В своей приветственной речи делегатам конгресса Илюмжинов сказал, что он непременно рассмотрит определенные пункты в программе соперничающей команды «Правильный ход» и, что он настроен сотрудничать с членами команды г. Кока."
6,"Илюмжинов также сказал: «нет никаких идеальных лидеров, так же как нет идеальных людей."
7,"Но шахматы для меня не только мое занятие и мое хобби."
8,"Шахматы - моя страсть и моя жизнь»."
9,"Команда Илюмжинова выразила благодарность членам команды выборов Бесселя Кока, которые были достойными противниками."
