"sent_pos","source"
0,"Против Facebook подали коллективный иск 25 тыс."
1,"пользователей ."
2,"Они обвиняют социальную сеть в нарушении неприкосновенности частной жизни, незаконном сборе и передаче персональных данных, а также в слежке за пользователями с помощью ""лайков"" и приложений."
3,"Более 25 тыс."
4,"пользователей Facebook подали коллективный иск в суд австрийской столицы Вены против социальной сети за неправомерное использование их персональных данных."
5,"Пользователи Facebook во главе с активистом Максом Шремсом, возглавляющим общественную кампанию ""Европа против Facebook"", обвиняют социальную сеть в нарушении неприкосновенности частной жизни, незаконном сборе и передаче персональных данных, а также в слежке за пользователями с помощью ""лайков"" и приложений."
6,"""Проблема не в том, что Facebook сохраняет их (персональные данные), а в том, что их нельзя удалить"", - цитирует NEWSru.com Шремса."
7,"Истцы считают, что вся персональная информация европейских пользователей сети находится в распоряжении американских спецслужб."
8,"Если пользователи выиграют дело, Facebook будет вынуждена заплатить каждому из 25 тыс."
9,"заявителей 500 евро компенсации (в общей сложности около 12,5 млн евро)."
10,"В дальнейшим к иску может присоединиться еще 25 тыс."
11,"пользователей."
