"sent_pos","source"
0,"Европейская поисковая машина «Quaero» Репортёры сообщают, что гигантская немецкая медиа корпорация намерена создать новый поисковый ресурс в интернете, цель которого ограничить доминирование «Гугл» (Google)."
1,"Основатели, предполагаемой европейской поисковой машины, которых намерен поддержать немецкий медиа концерн Бертельсманн (Bertelsmann), надеются, что их машина превзойдёт «Гугл»."
2,"Европейская поисковая машина «Quaero» (название европейского проекта) в переводе с латинского означает — «Я ищу», объявляется как «Аэробус Интернета», так как европейские лидеры надеются обеспечить альтернативу доминирующим американским поисковым машинам « Гугл», Yahoo и MSN."
3,"В проекте, о котором было объявлено в прошлом году, будут участвовать мощные европейские компании: Thomson, France Télécom, Deutsche Telekom, Thales, Bertin Technologies, Exalead и Vecsys."
4,"О начале работы над проектом «Quaero», Президент Франции Жак Ширак объявил в апреле 2005 годы в Реймсе во время франко-германской министерской конференции."
5,"Ожидается, что компании представят проект французскому агентству промышленных инноваций (Agence de l'Innovation Industrielle) во второй половине января."
6,"Агентство имеет бюджет 2 миллиарда евро (2.41 миллиарда долларов США для таких проектов, но сколько денег будет выделено для проекта «Quaero» ещё не известно."
7,"Одна французская газета сообщала, что это могут быть сотни миллионов евро сроком на пять лет, и что компании тоже могут финансировать этот проект."
8,"Ширак, который стремится удерживать рабочие места в области высоких технологий во Франции, видит проект «Quaero» как ответ Европы на глобальный вызов со стороны «Гугл» и Yahoo."
9,"Французский лидер поддерживает историка Jean-Noel Jeanneney, который возглавляет французскю национальную библиотеку, и который высказался против намерения «Гугл» создать виртуальную библиотеку."
10,"Jean-Noel Jeanneney сказал, что «Гугл» продвигает американскую культурную гегемонию."
11,"«Политические проблемы возникают всегда где-нибудь», говорит аналитик Рик Саммер."
12,"Что касается доминирования среди поисковых машин, то «Гугл» не имеет никаких опасений в отношении «Quaero»."
13,"Единственная проблема, которая может вызвать опасения «Гугл» — это, если европейские правительства начнут каким-либо методом регулировать поиск в интернете."
14,"«Гугл» уже имеет дело с мощными конкурентами — Yahoo и Microsoft."
15,"Аналитики полагают, что бороться с новым конкурентом, который ещё только в проекте, легче."
16,"Кроме того, интернет - пользователи привыкли обращаться к «Гугл» и Yahoo, даже в Европе."
17,"Всегда есть люди, которые, вопреки своим привязанностям, могут переключиться на другую машину, но для этого должны быть очень серьёзные основания, говорят аналитики."
18,"Только очень дорогие маркетинговые кампании и какие-то новые технологические идеи могли бы помочь этому случиться."
19,"Но в реальности нет ничего такого, что заставило бы «Гугл» волноваться, сказал Саммер."
