"sent_pos","source"
0,"Популярный теле- и радиожурналист Геннадий Бачинский погиб в автокатастрофе на трассе Р104 «Калязин — Сергиев Посад» между деревнями Яринское и Нагорское."
1,"Журналист, управляя автомобилем Volkswagen Golf, пытаясь обогнать грузовик, выехал на встречную полосу, где столкнулся с микроавтобусом Volkswagen Transporter."
2,"Бачинский скончался на месте."
3,"3 человека в микроавтобусе получили ранения."
4,"Он работал сначала на радиостанциях Санкт-Петербурга: «Полис», «Катюша» и «Модерн»."
5,"С 1997 года стал работать в паре со Сергем Стиллавином."
6,"Тогда и появилось знаменитое «Утреннее шоу Бачинского и Стиллавина»."
7,"В 2001 году они перешли сначала на «Русское радио», затем на «Maximum»."
8,"В конце апреля 2007 года Бачинский получил получил премию «Радиомания-2007» в номинации «Лучшее утреннее шоу»."
9,"Последние полгода он работал на радио «Маяк» и был главным продюсером дирекции радиовещания ВГТРК."
10,"«Он был очень близким другом и потрясающим человеком."
11,"Гену любили все», — сказал в интервью информационному каналу «Вести» руководитель дирекции ВГТРК по радиовещанию Сергей Архипов."
12,"«Я не знаю ни одного человека, который бы отзывался о нем не то что плохо, а никак."
13,"Его все просто обожали, — добавил Архипов."
14,"— Он — удивительный профессионал, публицист, очень хороший журналист и замечательный человек."
15,"Я не могу в это поверить до сих пор»."
16,"Более 40000 человек уже оставили соболезнования на форуме «Утреннего шоу»."
17,"Геннадию Бачинскому было 36 лет."
18,"У него остались жена и двое детей."
