"sent_pos","source"
0,"В Новосибирске сотрудники завода начали голодовку из-за невыплаты зарплаты Сотрудники завода ""Сибтрубопроводстрой"" в Новосибирске объявили голодовку из-за долгов по зарплате."
1,"Управляющая компания холдинга, в который входит завод, проходит банкротство, ее долги оцениваются почти в 5 млрд рублей."
2,"На данный момент в голодовке принимают участие пять человек, однако, не исключается, что уже в ближайшие дни количество участников увеличится, поскольку предприятие не платит зарплаты тысяче сотрудников."
3,"Отмечается, что зарплаты на предприятии не выплачиваются с августа 2014 года."
4,"Общий долг перед работниками составляет 125 млн рублей, пишет NEWSru.com."
5,"ОАО ""Сибтрубопроводстрой"" является одной из крупнейших в Сибири компаний в строительстве транспортной инфраструктуры углеводородного сырья."
6,"Занимается строительством магистральных нефте-, газо- и продуктопроводов, компрессорных, наливных, газораспределительных станций, ЛЭП, жилых и производственных зданий."
7,"В настоящее время компания находится в стадии банкротства."
8,"Как установил суд, ""причины утраты платежеспособности вызваны недобросовестными неплатежеспособными должниками, нерациональной работой менеджмента и руководства предприятия."
9,"Восстановление платежеспособности невозможно""."
10,"По состоянию на апрель 2015 года в реестр требований кредиторов ОАО ""Сибтрубопроводстрой"" включены требования 44 кредиторов третьей очереди на общую сумму более 4,9 млрд рублей."
11,"В начале марта была введена процедура наблюдения в ЗАО ""Управляющая компания ""Сибтрубопроводстрой""."
12,"Задолженность УК тогда оценили в 4,6 млрд рублей."
13,"Процедура наблюдения введена на полгода."
14,"Отчет временного управляющего, которым суд назначил Ефима Андрусика, намечен на 20 августа."
