"sent_pos","source"
0,"В области исходного электрического контакта возникла электрическая дуга, которая пробила изоляцию гелиевой системы охлаждения."
1,"В первые секунды гелий начал испаряться в вакуумные камеры внутри криостата, резко ухудшая вакуумные условия."
2,"Локальное энерговыделение привело к росту давления жидкого гелия выше рабочего значения, и при некотором пороге открылись пружинные клапаны, выпускающие излишек гелия в туннель."
3,"Гашение тока и выпуск гелия начались тем временем и в соседних секциях, однако клапаны не смогли удерживать давление в смежных секция одинаковым."
4,"В результате возник перепад давления между секциями, который привел к механическим повреждениям межсекционного барьера."
5,"Из-за этого криостат сместился со своих опор, сломав в некоторым местах крепления к бетонному полу,в результате в туннель быстро было выброшено около 2 тонн гелия."
6,"Распространившись по узкому туннелю, гелий вызвал срабатывание датчиков нехватки кислорода, которые запустили пожарную тревога и обесточили сектор."
7,"Гелий продолжал выходить в туннель до тех пор, пока не было восстановлено электропитание и не пришли в действие вентили, перекрывающие подачу гелия."
8,"В результате в целом в туннель было выброшено около 6 тонн гелия из 15 тонн."
9,"Оценено, что механического ремонта потребуют не более чем 5 фокусирующих и 24 поворотных магнитов."
10,"В ЦЕРНе сейчас составляют конкретный план ремонтных работ, а специальная комиссия разрабатывает меры по предотвращению таких происшествий в будущем и по минимизации ущерба от них, если они произойдут."
11,"Эти меры будут реализованы до начала новых испытаний на большом адронном коллайдере весной будущего года."
