"sent_pos","source"
0,"Павла Дурова могут уволить из ""ВКонтакте"" Фонд United Capital Partners, который владеет 48% акций российской социальной сети ""ВКонтакте"", не исключает увольнения основателя площадки в связи с нарушениями акционерного договора."
1,"Комментируя ситуацию, представитель UCP Нафиса Насырова сообщила, что пока акционеры вопрос об отставке Дурова не рассматривали."
2,"""Добровольная отставка - дело самого Дурова."
3,"В последнее время у нас накопилось значительное количество претензий к Павлу."
4,"Основные претензии связаны с потенциальными нарушениями акционерного договора и чрезмерным увлечением личными проектами в ущерб работе в ""ВК""."
5,"Удовлетворительных объяснений от Павла мы до сих пор не получили."
6,"В настоящий момент наши юристы работают над выяснением всех обстоятельств."
7,"Мы будем отстаивать свои права законными способами."
8,"Дуров сознательно искажает реальность, заявляя о якобы имеющем место прессинге в отношении сотрудников ""ВК""."
9,"Претензий к другим сотрудникам ""ВК"" у нас не было и нет."
10,"А вот вопросы к Дурову о том, почему он стимулирует переход специалистов ""ВК"" в подконтрольные или связанные с ним лично проекты, у нас существуют"", - цитирует РБК Насырову."
11,"Накануне стало известно о конфликте основателя социальной сети с фондом UCP."
12,"Дуров обвинил компанию в том, что из-за давления и угроз акционера из соцсети уходят сотрудники."
13,"Дуров считает, что акционерная структура ""ВКонтакте"" нуждается в изменениях, поскольку является ""нежизнеспособной""."
14,"Напомним, в апреле стало известно, что фонд UCP приобрел 48% акций компании ""ВКонтакте""."
15,"По некоторым данным, на эту сделку автор соцсети пошел под давлением, когда против него возбудили уголовное дело по факту наезда на госавтоинспектора."
16,"Позднее дело было закрыто."
