"sent_pos","source"
0,"«40 лет спустя»."
1,"Галерея «Совком» приглашает на вернисаж Михаила Яхилевича, где будут представлены не только взрослые, но и детские работы художника."
2,"15 апреля в 20:00 в галерее «Совком» состоится открытие выставки Михаила Яхилевича «40 лет спустя»."
3,"В этой серии картин художник соединяет свои детские и взрослые работы."
4,"Они складываются, как кубики, в смысловые блоки, позволяющие объединить яркие детские впечатления с событиями прожитой жизни."
5,"Столичный живописец Михаил Яхилевич рисовать начал в шесть лет в мастерской своего деда, художника Меира Аксельрода."
6,"Тот давал внуку полную свободу творчества — на больших листах серой бумаги гуашью ребёнок изображал свой мир — сказочные и реальные города, времена года, людей и животных… После 1970 года Яхилевич начал учиться — сначала в художественной школе, затем в институте."
7,"Получив специальность театрального художника, оформил более шестидесяти спектаклей в двадцати городах с тридцатью режиссёрами."
8,"Чуть позже появились знаменитые диптихи, триптихи и полиптихи серии «40 лет спустя: Алия, Морской бой, Озеро, Город…»."
9,"Сохранив наивность детского творчества, художник изобразил свою жизнь."
10,"Его живописный язык ярок и изобретателен."
11,"Как и в любой автобиографии, автор не может отрешиться от себя сегодняшнего."
12,"Яхилевич специально использует другую технику для фрагментов, написанных сейчас — в отличие от детских, они написаны маслом, с напластованием цвета, символизирующим напластования жизненных коллизий."
13,"При этом каждая из этих сложносоставных композиций выглядит цельным произведением, точно и выразительно скомпонованным."
