"sent_pos","source"
0,"Элвис Пресли в Германии Раньше Бад-Наухайм был курортным местом для высших слоев общества."
1,"Здесь бывали Бисмарк, Кайзер Вильгельм I и многие члены царской фамилии России."
2,"Юный Франклин Рузвельт (Franklin D. Roosevelt) посещал здесь школу."
3,"Но что значит будущий американский президент против короля рок-н-ролла!"
4,"Здесь с 1958 по 60 годы жил Элвис Пресли, проходивший воинскую службу в американской армии."
5,"Собственно его воинская часть была в Фридберге (Friedberg), но жил он в Бад-Наухайме, для которого пребывание здесь знаменитых гостей было привычным."
6,"Сегодня в Бад-Наухайме есть клуб поклонников Элвиса, ему установлен памятный знак, перед которым всегда горят свечи, и лежат свежие цветы."
7,"Есть также площадь им."
8,"Элвиса Пресли и бульвар Элвиса Пресли."
9,"На фасаде построенного в 1888 году отеля Груневальд (Grunewald) установлена памятная доска: «Здесь жил Элвис Пресли»."
10,"Это действительно так: в то время 23-й Пресли жил в комнате №10 в отеле, построенном в стиле модерн, с башенкой, с кружевными занавесками и округлыми лестничными перилами, с розами в каменных вазах и примыкавшем к курортному парку."
11,"Кто хочет ощутить атмосферу 1959 года, должен войти в этот тёмный, но приятный отель."
12,"На потолке висят роскошные хрустальные люстры, кресла в комнатах отдыха имеют фигурные резные подлокотники и полосатую обивку."
13,"Дорогие ковры здесь лежат на паркете с давних времён."
14,"Все пышет стариной и богатством."
15,"«Мы знали его, как никто другой» «Тогда мы посмотрели друг другу глубоко глаза в глаза, этого было достаточно», говорит Рита Иссбернер-Халдане (Rita Issberner-Haldane), хозяйка гостиницы, приятная пожилая дама."
16,"Она уже тогда была здесь, в отеле, когда Элвис здесь ночевал, ежедневно уезжал в казарму во Фридберг, читал газету на диване или играл с пуделем Черри."
17,"Диван все ещё стоит в комнате отдыха."
18,"«Мы знали его, как никто другой», говорит Иссбернер-Халдане с мечтательным взглядом."
19,"Тогда она была молода."
20,"«Он был таким скромным человеком."
21,"И как он передвигался — живая музыка»."
22,"Комната Пресли полностью сохранена, проживающие в гостинице могут использовать его комнату с отдельным туалетом, пить из его стакана и лежать в его двуспальной кровати."
23,"Он ночевал здесь регулярно до февраля 1959, затем он должен был покинуть отель."
24,"Ещё примерно год он жил на частной квартире на Гётештрассе."
25,"Потом он вернулся в США."
26,"Здесь Элвис оставил своего пуделя, массу поклонников и хит ""Wooden Heart"" со словами на немецком языке: ""Muss i denn, muss i denn zum Städtele hinaus, und du mein Schatz bleibst hier"" (примерный перевод: Я должен покинуть этот город, и ты, моё счастье, остаёшься здесь)."
27,"В Бад-Наухайм он никогда больше не вернулся."
28,"Город Бад-Наухайм находится в земле Гессен, около 30 км на север от Франкфурта на Майне."
29,"Отель Груневальд находится на улице Террассенштрассе (Terrassenstr), 10."
30,"Один день проживания в комнате Элвиса Пресли стоит 96 евро."
31,"Адрес частной квартиры, где жил Элвис — Гётештрасе, 14 (Goethestraße 14)."
32,"Координаты: 50°22’01’’ северной широты и 08°44’13’’ восточной долготы."
