"sent_pos","source"
0,"После эпохальной победы Chicago Blackhawks, не выигрывавшей до этого Кубок на протяжении почти 50 лет, еще две команды надеются снять клеймо неудачников."
1,"Boston Bruins («Мишки») не выигрывали с сезона 1971/72, когда за команду выступал великий Бобби Орр, увековеченный в статуе около арены TD Garden — дома для сегодняшних «Мишек»."
2,"Vancouver Canucks («Канадцы») никогда за почти 40 лет существования не выигрывали Кубок."
3,"Дважды они были к этому чрезвычайно близки, но в первый раз на их пути в финале встали в то время непобедимые Islanders с одним из наиболее результативных хоккеистов в истории хоккея Майком Босси, а во второй попытке в финале великолепная команда, в которой солировали Павел Буре, Джеофф Кортнелл и Тревор Линден, уступила в семи играх New York Rangers."
4,"У нью-йоркцев решающий гол забил Марк Мессье, до этого выигравший не один Кубок с Edmonton Oilers, а финальная серия, в которой встретились Canucks и Rangers вошла в историю как одна из самых драматичных."
5,"Впрочем, Кубок клубу из Ванкуверу доставался, правда это были не Canucks и вряд ли в Ванкувере можно найти хоть одного человека, помнящего ту победу клуба Vancouver Millionaires в 1915 году."
6,"Единственная команда из четырех финалистов конференций, которая выигрывала Кубок Стэнли в последние тридцать лет — Tampa Bay Lightning, которые добились успеха в 2004-м году."
7,"Некоторые игроки из той команды все еще играют за клуб из Тампы (Венсан Лекавалье, Мартен Сен-Луи и Павел Кубина)."
8,"А Дэн Бойл сейчас представляет Sharks, также дошедших в этом сезоне до финала конференции."
9,"Итак, в финалах конференции сыграют: Boston Bruins против Tampa Bay Lightning и Vancouver Canucks против San Jose Sharks."
10,"В финале Востока встретятся две команды, каждая из которых выиграла в предыдущем раунде с сухим счетом 4:0."
11,"Таким образом, никто из команд не получит заведомого преимущества в отдыхе."
12,"Впрочем, как показывает этот плей-офф, оно весьма спорно — например, в серии между Tampa Bay Lightning и Washington Capitals, первые, хотя и отдыхали на несколько дней меньше, «с ходу» выиграли первые игры, что во многом и предопредило дальнейший ход серии."
13,"У Bruins начало серии из-за сотрясения пропустит центрфорвард Патрис Бержерон, один из лидеров команды в плей-офф."
14,"В то же время, Lightning будут играть без одного из основных защитников, Павела Кубины."
15,"San Jose Sharks испытали немало проблем в предыдущем раунде."
16,"Несмотря на то, что они повели в серии 3:0, их соперники Detroit Red Wings смогли сравнять счет, и лишь в седьмой игре серии Sharks смогли одержать победу."
17,"Canucks, хотя и не без усилий, но довольно уверенно выиграли у Nashville Predators — 4:2."
18,"Отдельно стоит отметить великолепную игру форварда Райана Кеслера, который набирал очки в пяти из шести игр, закончив серию с пятью голами и шестью результативными передачами, став, пожалуй, главным героем второго раунда плей-офф."
19,"Что касается травм, то достаточно серьезной потерей для Canucks может стать отсутствие Микаэля Самуэльссона, который пропустит начало серии."
20,"Другой силовой форвард — Райан Клоу из Sharks — также не сможет помочь своей команде в первой игре."
21,"Также стоит отметить, что один из лучших бомбардиров Лиги этого сезона, Даниэль Седин, никак не может прийти в оптимальную форму и ео игра оставляет желать много лучшего."
22,"Если он сможет выйти на свой привычный уровень, это будет очень кстати для Canucks."
