"sent_pos","source"
0,"Берлускони пообещал спасти Италию от кризиса Премьер-министр также заявил, что не покинет свой пост и в течение трёх лет решит все финансовые трудности страны."
1,"Сильвио Берлускони выступил с заявлением о том, что он не собирается покидать свой пост."
2,"Более того, на посту премьер-министра Италии Берлускони обязался взять курс на экономический рост и стабилизировать ситуацию на финансовых рынках, которые сейчас охвачены беспокойством по поводу того, что Италию постигнет участь Греции."
3,"Как известно, растущее беспокойство на финансовых рынках вызвало незамедлительную реакцию итальянской оппозиции с призывами об отставке Сильвио Берлускони."
4,"Однако премьер твёрд в своём намерении не покидать пост до 2013 года, когда заканчиваются его властные полномочия."
5,"По словам главы кабинета министров, введение мер строгой экономии сбалансирует бюджет страны уже к 2014 году, а проекты по развитию инфраструктуры лишь поспособствуют экономическому росту."
6,"В конце июля Италия приняла решение о сокращении расходов на 70 млрд евро."
7,"Однако принятые меры не положили конец волнениям на финансовых рынках."
8,"До недавнего времени Италии - третьей экономике Европейского союза по показателям экономического роста - удавалось оставаться незатронутой финансовым кризисом благодаря сравнительно низкому бюджетному дефициту, консервативной финансовой системе и высокому уровню частных сбережений."
9,"Однако сейчас ситуация поменялась."
10,"Рейтинговые агентства предупреждают, что могут понизить кредитный рейтинг Италии."
11,"По мнению многих аналитиков, с создавшейся проблемой силами одной страны уже не справиться, однако для такого государства, как Италия, пакет мер экономической помощи должен быть значительно больше, чем для Греции."
