"sent_pos","source"
0,"Адаптоген Как наладить жизнь на новом месте Уехал Димка."
1,"Как ни странно, стало даже легче."
2,"Последние три дня он открывал утром глаза и говорил: «Как ты тут останешься?"
3,"Как?» За день до отъезда он впал в настоящую истерику."
4,"— Ты меня не забудешь?"
5,"— спрашивал он годовалую дочь Марусю, в быту Мусю, — скажи «папа», ну скажи «па-па», — тряс он малышку."
6,"Муся дрыгала ногами, говорила «нэ-нэ-нэ» и била отца по носу."
7,"Димка страдал."
8,"«Прими, Кужугетович!"
9,"Я тебе как доктор говорю."
10,"Это же чистый адаптоген», — говорил Димке, который был Ивановичем, сосед, врач, работавший в здешней русской колонии, с первого знакомства окрестивший его почему-то Кужугетовичем."
11,"— Чего?"
12,"— Адаптоген."
13,"Помогает адаптации."
14,"Местный."
15,"Очень достойный, — наливал сосед-доктор Димке."
16,"Тот выпивал полстакана и вместо оживления испытывал горькое уныние."
17,"— Ты меня любишь?"
18,"— спрашивал он жену Татьяну, — ты будешь по мне скучать?"
19,"Татьяна, надо сказать, последние дни пребывала в некотором душевном ступоре, в принципе ей не свойственном."
20,"Её уже ничто не удивляло, не пугало, не приводило в восторг или, напротив, панику."
21,"«Защитная реакция организма», — сказал ей, наливая, сосед-доктор, к которому она пришла за порцией адаптогена в один из дней."
22,"Конечно, это была её идея."
23,"Димку по работе перевели в другую страну — в длительную командировку."
24,"На год."
25,"Она решила ехать с ним."
26,"Чтобы сохранить семью, чтобы у детей был отец… Теперь Димка уезжал домой «доделать дела», а она оставалась на новом месте."
27,"Прошла неделя."
28,"Татьяна поняла, что не справляется."
29,"Даже нет, не так."
30,"Это была какая-то форма депрессии — она одна в чужом городе, никого знакомых нет, ничего не знает… — Тебе нужна помощь, — сказал сосед-доктор."
31,"Через час в дверь позвонили, пришла уборщица, которую вызвал сосед."
32,"Татьяна, чтобы не мешать, собрала детей и пошла гулять."
33,"Назад она шла в хорошем настроении, представляя, как дом блистает чистотой."
34,"Уборщица ещё была в доме — елозила шваброй для террасы по комнате."
35,"Швабра оставляла грязные мокрые следы."
36,"Татьяна, которая с упорством маньяка подбирала по цвету губки для мытья посуды и тряпочки и под страхом смерти не помыла бы тряпкой для детской комнаты пол в ванной, охнула."
37,"— Что вы делаете?"
38,"— спросила она."
39,"— Мою, а что?"
40,"— с вызовом спросила та."
41,"— У нас есть половая тряпка, этой шваброй нельзя, — начала лепетать Татьяна."
42,"Татьяна обвела взглядом комнату, в которой ровным счётом ничего не изменилось."
43,"Стало только хуже."
44,"— Вам ещё долго?"
45,"— проблеяла она — Уже заканчиваю."
46,"— А вы не могли бы протереть полы другой тряпкой?"
47,"Понимаете, у меня дети… малышка везде ползает… — Не могла бы, — сказала уборщица с вызовом и повернулась к Татьяне."
48,"До этого она стояла вполоборота."
49,"Женщина была однорука."
50,"— Не могу я тряпку выжимать, — сказала она, — нечем."
51,"— Простите, — залепетала Татьяна."
52,"Татьяна расплатилась, пытаясь быть сдержанной — всё равно она эту женщину никогда больше не пригласит, — и принялась за уборку: синяя тряпочка для пыли, розовая губка для унитаза… Уборщица появилась на пороге ровно через неделю."
53,"— Но мне не надо… я сама… — Я у всех так работаю, — сказала женщина, — раз в неделю приходить буду."
54,"Уборщица ходила по дому хозяйкой, пугая до смерти среднего сына, давая ему потрогать свой пустой рукав от халата."
55,"Сломалась стиральная машинка."
56,"Татьяна стирала в тазу, когда к ней поднялся сосед."
57,"— Сейчас всё устроим, — сказал он, доставая телефон."
58,"— Может, не надо?"
59,"— пыталась возразить Татьяна."
60,"Через час к дому на старой крошечной машине — одна из первых моделей «Рено» — подъехал маленький худенький мужчина."
61,"— Возьмите мою визитку, — сказал мужчина."
62,"«Судебный переводчик македонского языка."
63,"Профессор», — прочитала Татьяна."
64,"— Давайте, — сказал мужчина и подпрыгнул на месте."
65,"— Что давать?"
66,"— не поняла Татьяна."
67,"— Бельё, — удивился мужчина и опять подпрыгнул."
68,"Видимо, от нетерпения, — Доктор сказал, что вам постирать надо."
69,"Я постираю."
70,"Мужчина опять подпрыгнул и потянул на себя пакет, который Татьяна держала в руках."
71,"Татьяна молчала и пакет не отдавала."
72,"— Сутки, — сказал мужчина и подпрыгнул."
73,"— Через сутки привезёте?"
74,"— спросила Татьяна, постепенно ослабляя хватку."
75,"— Меня зовут Сутки, — обиделся мужчина."
76,"— Очень приятно, — сказала Татьяна и выпустила пакет."
77,"Мужчина, подпрыгивая, побежал к машине."
78,"Татьяна была в таком шоке, что не спросила ни сколько стоит стирка, ни когда он привезёт чистые вещи."
79,"— Ну что, жизнь налаживается?"
80,"— пришёл радостный сосед."
81,"Татьяна не ответила."
82,"Она смотрела, как старший сын нанизывает на зубочистки пойманных бабочек, и даже не могла возмутиться."
83,"— Ха, да ты Набоков!"
84,"— обрадовался доктор, понаблюдав за агонией бабочек."
85,"— Какой ужас, — сказала тихо Татьяна."
86,"— Ангел мой, — обнял её за плечи сосед, — адаптоген!"
87,"— Я столько не выпью, — сказала Татьяна."
88,"— Ха, — ответил доктор и налил полстакана самогона."
89,"Через два часа Татьяну рвало адаптогеном."
90,"— Два литра воды пей, — совал ей кружку в руки доктор, — блюёшь до чистой воды."
91,"Поняла?"
92,"До чистой воды!"
93,"— Я не могу!"
94,"У меня же дети!"
95,"— плакала Татьяна."
96,"— А что дети?"
97,"— стал серьёзным доктор, — живот спокойный?"
98,"Пальпируется?"
99,"Температуры нет?"
100,"Значит, всё в порядке."
101,"— Я отравилась, — стонала Татьяна, — кажется, рыбой."
102,"На обед жарила… — Конечно, ангел мой, отравилась, никто и не говорит, что ты нажралась семидесятиградусной водяры!"
103,"— отвечал доктор."
104,"— Мама, полежи со мной, мне страшно, — появился на террасе средний сын."
105,"Мальчик стоял в пижаме, вдев в рукав только одну руку."
106,"Второй рукав болтался пустой."
107,"Татьяна закричала и потеряла сознание."
108,"— Бля… — сказал доктор."
109,"На следующий день сломался унитаз — начал течь и засорилась раковина."
110,"Татьяна лежала бледная и слабая после вчерашнего, краем сознания отмечая, как сосед жарит себе и детям омлет с сосисками."
111,"Через час пришёл сантехник."
112,"Посмотрел, почесал в паху."
113,"— Пойду поем сначала, — сказал он."
114,"— Конечно!"
115,"— обрадовалась Татьяна и провалилась в глубокий сон."
116,"Она открыла глаза и увидела, как Муся облизывает железный длинный трос для прочистки засоров."
117,"— Муся, — простонала Татьяна."
118,"— О, очнулась!"
119,"— услышала она голос соседа."
120,"— Муся, грязное, в рот, заберите у неё… — промямлила Татьяна."
121,"— Спокойно, мамаша, вот не проблевалась до чистой воды, как я говорил, поэтому всё ещё плохо."
122,"Вечером, когда Татьяна наконец смогла встать на ноги, сосед пил с сантехником."
