"sent_id","par_id","source","book_id","par_pos","sent_pos"
19238,6304,"Реформа системы корпоративного налогообложения в Новой Зеландии будет проведена не ранее, чем через два года.",462,1,1
19239,6304,"Об этом заявил министр финансов Новой Зеландии Майкл Каллен.",462,1,2
19240,6304,"По его словам, правительству необходимо время, чтобы провести консультации, подготовить необходимое законодательство и внедрить новые налоговые правила.",462,1,3
19241,6304,"Каллен считает, что новая система корпоративного налогообложения начнет действовать с 1 апреля 2008 года.",462,1,4
19242,6305,"Министр по государственным сборам Новой Зеландии Питер Данн подчеркнул, что правительство еще несколько месяцев назад приступило к пересмотру существующего налогового режима для компаний.",462,2,1
19243,6305,"Он опроверг предположения, что налоговую реформу решено отложить на будущее.",462,2,2
19244,6305,"По словам Данна, некоторые наблюдатели неверно интерпретируют заявления министра финансов.",462,2,3
19245,6305,"Между тем организация Business NZ, которая объединяет ведущие бизнес-ассоциации Новой Зеландии, выступила за ускоренное реформирование системы корпоративного налогообложения, отметив, что для выполнения этой задачи достаточно менее двух лет.",462,2,4
19246,6305,"«Мы должны двигаться быстро, основываясь на хороших результатах уже проделанной работы…",462,2,5
19247,6305,"Снижение ставки корпоративного налога в кратчайшие сроки станет мощнейшим сигналом поддержки бизнес-сообщества»,",462,2,6
19248,6305,"— заявил глава Business NZ Фил О’Рейли.",462,2,7
