"sent_pos","source"
0,"На порновыставке в Новосибирске пообещали уважать чувства верующих Организаторы заверили, что что не покажут картины с изображением Христа и других библейских персонажей."
1,"Выставка «Художественное порно» откроется 20 марта в новосибирской арт-галерее SoMa, сообщает Лента.ру."
2,"На экспозиции будут представлены иллюстрации, фотографии, картины, произведения цифрового искусства и инсталляция."
3,"Посетителей также ожидает перформанс."
4,"Организаторы заверили, что не хотят оскорбить чувства верующих, и сказали, что не покажут картины с изображением Христа и других библейских персонажей (вероятно, имеется в виду скандал, вспыхнувший в Новосибирске из-за спектакля «Тангейзер»)."
5,"Для выставки свои работы предоставили художники из Новосибирска и Барнаула."
6,"Как отметила куратор Софья Емеленко, перформанс будет посвящен «отделению тела от разума и индивидуальности»."
7,"«Мы хотели бы рассказать о женской сексуальности и о роли женщины в сексе, показать всю красоту женщины, как ее видят художники-мужчины и женщины."
8,"Зрители увидят достаточно провокационные работы, на что намекает название ""порно""."
9,"Это то порно, которое многие смотрят или хоть раз видели, но боятся об этом говорить», — пояснила Емеленко."
10,"Вход на выставку условно платный — каждому посетителю предлагается заплатить столько, сколько он посчитает нужным."
