"sent_pos","source"
0,"В Microsoft заговорили о конце Windows Эксперты не исключают, что восьмая версия ОС может стать последней."
1,"Президент подразделения Microsoft по разработке Windows Phone Эндрю Лис считает, что развитие семейства операционных систем Microsoft Windows должно подойти к логическому завершению."
2,"Причём совсем скоро — уже в 2015—2016 годах."
3,"После, полагает Лис, будет создана единая платформа для всех типов устройств — от персональных компьютеров до телевизоров."
4,"Более того, в Microsoft всерьёз рассматривают возможность смены названия операционной системы на другое, более подходящее новой стратегии."
5,"Как сообщает NEWSru.com, новая платформа, которая объединит все типы устройств, появится через четыре года."
6,"Иными словами, следующая версия операционной системы корпорации, которая выйдет вслед за Windows 8, будет работать на ПК, смартфонах, планшетах и Xbox нового поколения и выйдет примерно в 2015 или 2016 году."
7,"И это будет уже не Windows."
8,"В качестве первого шага к новой платформе в 2012 году Microsoft планирует выпустить первую операционную систему Windows, которая будет поддерживать разные микропроцессорные архитектуры — Intel x86 и ARM."
9,"Тем самым софтверный гигант планирует восполнить отсутствие в сегменте планшетных компьютеров."
10,"На демонстрации раннего прототипа Windows 8 1 июня 2011 года на конференции D9 стало ясно, что в системе планируется использовать интерфейс Metro UI, заимствованный у платформы для смартфонов Windows Phone."
