"sent_pos","source"
0,"Рабочие закачивают азот в один из реакторов АЭС «Фукусима-1» в Японии, пытаясь предотвратить взрыв, который может быть вызван опасным перегревом топливных стержней."
1,"Новая критическая ситуация на аварийной атомной электростанции станции возникла после того, как рабочим наконец удалось остановить утечку высокорадиоактивной воды с АЭС, которая значительно повысила радиоактивный фон океанской воды неподалеку от Фукусимы."
2,"Главный секретарь японского правительства Юкио Эдано заявил, что утечка зараженной воды была остановлена к 6 часам утра в среду по местному времени."
3,"До этого заражение проб океанской воды, взятых неподалеку от станции, превышало предельно допустимую норму в 7,5 млн раз."
4,"При этом Эдано отметил, что пока рано с уверенностью заявлять, что проблема решена."
5,"По его словам, руководство Токийской электроэнергетической компании (TEPCO) пытается определить, не происходит ли утечка радиоактивной воды с другого объекта."
6,"Пресс-секретарь извинился перед соседними странами за то, что Япония не предупредила их перед началом сброса нескольких тысяч тонн низкорадиоактивной воды в море рядом со станцией."
7,"Это отдельный от утечки воды в океан вопрос."
8,"Эдано заявил, что сброс воды, вероятно, продолжится до пятницы."
9,"Это необходимо для освобождения резервуара, куда будет направлена более опасная вода из реактора (ее уровень радиоактивности в 200 тыс раз выше)."
10,"По словам пресс-секретаря, власти предприняли меры по улучшению коммуникации с соседними странами в случае повторения подобных шагов в будущем."
11,"Эдано также сообщил, что японские власти рассматривают вопрос выплаты компенсаций пострадавшим от катастрофы рыбакам."
12,"Кроме того, рассматривается вопрос изменения критериев определения допустимого уровня радиации в 20-километровой зоне эвакуации вокруг реакторов."
13,"Руководство компании TEPCO, управляющей АЭС «Фукусима», объявило об опасном скоплении водорода в первом реакторе."
14,"Как сообщил японский телеканал NHK со ссылкой на официальный источник, водород собирается под защитной оболочкой – что свидетельствует о повреждении активной зоны реактора."
15,"От взрыва водорода уже пострадали здания двух фукусимских реакторов в первые дни после землетрясения и цунами, обрушившихся на Японию 11 марта."
16,"Высокорадиоактивная вода собралась в нижних уровнях нескольких реакторов после того, как рабочие в течение нескольких недель закачивали огромные объемы воды, пытаясь избежать перегрева топливных стержней."
17,"Ее необходимо удалить прежде, чем ремонт постоянной системы охлаждения будет завершен."
18,"После того, как в минувший вторник началась операция по сбросу 11 500 тонн низкорадиоактивной воды со второго реактора в океан, Южная Корея выступила с протестом против подобных действий."
