"sent_pos","source"
0,"Чавес пообещал народу победить в битве за жизнь Венесуэльский лидер выступил перед гражданами в День независимости страны."
1,"В день 200-летия независимости Венесуэлы Уго Чавес впервые после операции появился на балконе президентского дворца Мирафлорес в Каракасе, сообщает РБК."
2,"Президент был одет в военную форму и, держа в руках государственный флаг, скандировал: «Да здравствует Венесуэла!"
3,"Да здравствует боливарианская революция!"
4,"Да здравствует союз с Латинской Америкой!"
5,"Да здравствует Фидель!"
6,"Да здравствует Чавес!» Венесуэльский лидер вместе с собравшимися у дворца гражданами исполнил национальный гимн страны, однако в параде принять участие не смог."
7,"Президент принёс свои извинения за то, что из-за не вполне ещё хорошего самочувствия не будет присутствовать на параде, но заверил собравшихся, что обязательно посмотрит трансляцию по телевизору."
8,"Напомним, 1 июля по всем каналам венесуэльского телевидения было передано обращение Уго Чавеса, в котором он рассказал о том, что недавно во время удаления абсцесса на бедре врачи обнаружили у него злокачественное образование."
9,"Потребовалась ещё одна операция."
10,"Венесуэльский лидер проявил весьма оптимистический настрой."
11,"Он рассказал, что опухоль полностью удалена и он на пути «к полному выздоровлению»."
12,"Чавес отметил, что, несмотря на то что процесс выздоровления идёт «медленно и осторожно», он намерен полностью «преодолеть» болезнь."
13,"Проблемы со здоровьем возникли у Чавеса во время визита на Кубу."
14,"Кубинский лидер Фидель Кастро заметил, что коллеге из Венесуэлы нездоровится, и настоял на срочном медицинском обследовании."
15,"В ходе обследований выяснилось, что Чавесу требуется срочная операция."
16,"Необходимость обращения к согражданам была вызвана потоком слухов и домыслов, появившихся в СМИ в связи с лечением Чавеса на Кубе."
17,"Стоит отметить, что из-за болезни Чавеса был отменён большой саммит Сообщества стран Латинской Америки и Карибского бассейна (CELAC), который должен был начаться в Каракасе на этой неделе."
