"sent_pos","source"
0,"Через 300 лет после объединения Шотландии и Англии в Соединённое Королевство Великобритании, находятся всё больше людей, как в Англии, так и в Шотландии, призывающих к разделению."
1,"Согласно опросу общественного мнения, опубликованному в газете «Санди Телеграф» (Sunday Telegraph), более половины опрошенных в Англии и в Шотландии высказались за роспуск союза."
2,"59% англичан допускают выход Шотландии из Королевства."
3,"В Шотландии 52% опрошенных высказываются за независимость."
4,"В последние месяцы в Шотландии всё шире распространяются дебаты о независимости."
5,"В мае предстоящего года в Шотландии будут проходить региональные выборы."
6,"Национальная партия Шотландии, которая надеется на победу в предстоящих выборах, видит в результатах опроса поддержку своего курса на независимость Шотландии."
7,"Действующий Премьер-министр Великобритании Тони Блэр и его преемник Гордон Браун (оба они родились в Шотландии) предупреждают о негативных последствиях возможного разделения."
8,"Разделение нанесёт как экономический, так и социальный ущерб и Королевству, и Шотландии."
9,"Если в мае следующего года в Шотландии придёт к власти Национальная партия, и если эта партия приступит к реализации свои планы по разделению, это приведёт к конституционному кризису Великобритании, заявил Тони Блэр."
10,"Две самые крупные оппозиционные партии Великобритании, Консерваторы и Либерал-демократы, также высказываются против планов разделения."
11,"В настоящее время Шотландия имеет собственный парламент и имеет широкие автономные права в самоуправлении."
12,"Одновременно шотландцы заседают в Палате Общин Британского парламента и участвуют в обсуждении и управлении проблем относящихся непосредственно к Англии."
13,"Согласно опросу, 68% англичан высказываются за создание своего собственного — английского парламента."
14,"Объединение Англии и Шотландии произошло в 1707 году в соответствии с законом об объединении (Act of Union)."
