"sent_pos","source"
0,"Хорватия официально стала 28-м членом ЕС Противники евроинтеграции вывесили чёрные флаги."
1,"Хорватия сегодня официально стала 28-м государством-членом Европейского союза."
2,"Празднества по случаю торжественного события были не такими пышными, как ранее в подобных случаях, и во многом прошли под знаком дискуссий о состоянии как хорватской экономики, так и дальнейшей судьбы ЕС."
3,"Учитывая, что экономика балканской страны уже пятый год не выходит из рецессии, а безработица достигает рекордных 21% от трудоспособного населения, мало кто из хорватов настроен широко отмечать долгожданную европейскую интеграцию, отмечает ИТАР-ТАСС."
4,"В Брюсселе также обеспокоены многочисленными экономическими проблемами, с которыми столкнулся ЕС в последние годы."
5,"Именно они стали причиной многочисленных трений внутри сообщества и спекуляций о его возможном распаде."
6,"Согласно последним данным исследования общественного мнения, вступление Хорватии в Евросоюз безоговорочно поддерживает лишь около 23% населения страны."
7,"За время кризиса евро привлекательность ЕС в глазах граждан существенно померкла, и, по мнению многих хорватов, европейская интеграция не принесет стране ничего хорошего, о чем наглядно говорят недавние примеры Греции и Португалии."
8,"Президент Хорватии Иво Йосипович рассказал, что в последнее время западные журналисты часто задавали ему вопрос о том, почему Хорватия хочет вступить в Евросоюз."
9,"""Потому что мы верим, что у ЕС есть будущее"", - подчеркнул президент."
10,"Хорватия присоединяется к евросообществу спустя немногим более 20 лет, прошедших с момента начала войны за независимость, за четыре года которой в стране погибли около 20 тыс."
11,"человек."
12,"Страна с населением 4,4 млн человек стала вторым по счету государством, входившим в состав бывшей Югославии, которая стала членом Европейского союза."
13,"Первой стала в 2004 году Словения."
14,"На преодоление пути к ЕС Хорватии потребовалось семь лет непростых и зачастую непопулярных реформ и решений, осуществляемых под контролем Брюсселя."
15,"В частности, Загреб выдал Международному трибуналу по бывшей Югославии ряд высокопоставленных военных и политических деятелей, обвиняемых в совершении военных преступлений, что вызвало крайне негативную реакцию граждан."
16,"Власти также вынуждены были продать многие прославленные судостроительные верфи, погрязшие в многомилионных долгах."
17,"В стране началась борьба с коррупцией во всех эшелонах, в результате чего за решетку угодил даже бывший премьер-министр Иво Санадер."
18,"Известие о том, что из-за занятости торжественную церемонию вступления Хорватии в ЕС не посетит неформальный лидер блока - канцлер Германии Ангела Меркель - также не прибавило праздничного духа."
19,"Сославшись на чрезвычайную занятость, Меркель направила руководству Хорватии видеопослание, в котором помимо поздравлений обратила внимание на необходимость укрепления главенства закона и дальнейшей борьбы с коррупцией."
20,"Эксперты сходятся в том, что присоединение к ЕС, безусловно, улучшит имидж Хорватии как туристического направления и даже сможет принести новые инвестиции: туризм обеспечивает ключевую поддержку для экономики страны, борющейся с рецессией почти непрерывно с 2009 года."
21,"В прошлом году на долю туризма пришлось около 15% ВВП страны - общая сумма дохода составила около 6,8 млрд евро."
22,"К другим безусловным плюсам можно отнести и то, что вступление Хорватии в Евросоюз значительно поднимет статус страны, и что Загреб получит жизненно необходимые субсидии ЕС."
23,"По данным Минфина, в 2013 году государство получит от ЕС 800 млн евро, затем из года в год эта цифра будет только увеличиваться."
24,"Кроме того, Хорватия повысит свою инвестиционную привлекательность, а ее граждане смогут абсолютно свободно передвигаться по территории ЕС, легко трудоустраиваться и получать высококачественное европейское образование."
25,"В то же время цена членства ЕС для Хорватии может оказаться непомерно дорогой."
26,"Главные опасения хорватов заключаются в том, что экономически слабая страна может не выдержать неравной конкуренции с сильными соседями."
27,"В частности, с итальянцами, которые могут на корню скупить местный бизнес."
28,"Многие боятся резкого повышения цен при том, что заработные платы останутся на том же уровне, а также введения для хорватского бизнеса завышенных европейских требований и, соответственно, разорения местных компаний."
29,"Противники вступления Хорватии в Европейский союз встречают эту дату, вывешивая над своими домами черные флаги."
30,"Активисты объединились в социальной сети Facebook в соответствующей группе."
31,"""Призываем всех 1 июля, когда Хорватия станет членом ЕС, вывесить на своих домах, балконах и окнах черные флаги."
32,"Для этого достаточно старой метлы и черной майки - Евросоюз не заслуживает большего"", - подчеркивают организаторы акции."
33,"Представители движения ""Оккупируй Хорватию"" также объявили о проведении в Загребе акции протеста против вступления в ЕС."
34,"Они намерены пройти колонной по городским улицам до центральной площади бана Елашича, где пройдут главные торжества."
35,"По мнению демонстрантов, вхождение в Европейский союз не станет ""волшебным"" решением всех проблем, а напротив, откроет массу других судьбоносных вопросов."
36,"""Вступление в ЕС - экономический геноцид в отношении граждан страны"", - подчеркивают активисты."
