"sent_pos","source"
0,"Крупные тайваньские производители ноутбуков и электроники выразили свое одобрение идее стандартизации источников питания."
1,"Новый стандарт уже разработан Институтом инженеров электротехники и электроники (IEEE)."
2,"В перспективе эта разработка может способствовать появлению универсального зарядного устройства для различных моделей портативных компьютеров от разных производителей."
3,"О поддержке нового стандарта уже договорились такие крупные производители ноутбуков, как Acer и Asus."
4,"Кроме того, положительно к идее отнеслись и сборщики электроники, в числе которых Pegatron Technology, Quanta Computer, Compal Electronics, Wistron, и Inventec."
5,"Принятие стандарта источников питания может привести к отказу производителей от комплектования всех продаваемых портативных компьютеров зарядными устройствами."
6,"В свою очередь это может положительно сказаться на экологии за счёт вероятного уменьшения объемов высокотехнологичных отходов."
7,"Разработкой универсального зарядного устройства в настоящее время заняты не только производители ноутбуков."
8,"В этом же направлении еще с 2009 года работают производители мобильных телефонов."
9,"Первоначально в октябре 2009 года Международный союз электросвязи утвердил единым стандартом зарядных устройств для мобильных телефонов интерфейс Micro-USB."
10,"Однако весной 2010 этой же организацией стандартным был признан двадцатиштырьковый разъем для подзарядки телефонов, который используют южнокорейские производители LG и Samsung."
