"sent_pos","source"
0,"Недоглядел Посла Японии уволили за то, что не собрал вовремя информацию о поездке Дмитрия Медведева на Курилы."
1,"Посол Японии в России Масахару Коно будет снят с должности."
2,"Поводом для отзыва стал тот факт, что дипмиссия не смогла вовремя предоставить правительству Страны восходящего солнца точных сведений о визите российского президента на Курильские острова."
3,"Ранее источники в посольстве докладывали, что Дмитрий Медведев воздержится от поездки."
4,"Однако, как известно, глава России 31 октября всё же побывал с рабочей поездкой на южных островах архипелага."
5,"Как сообщает РБК, решение об увольнении Коно было принято 22 декабря."
6,"Предполагается, что его место займёт посол Японии в Чехии Синдзи Харада, ранее возглавлявший отдел России в японском МИДе."
7,"Напомним также, что после поездки Дмитрия Медведева на Курилы премьер-министр Японии Н. Кан заявил, что этот визит «вызывает сожаление», а глава японского МИДа Сэйдзи Маэхара отметил, что этот поступок «ранит чувства японского народа»."
8,"На следующий день он отозвал из России посла."
9,"Однако через некоторое время представитель японского дипломатического ведомства вновь вернулся в Москву."
