"sent_pos","source"
0,"Германия перекрыла Турции путь в Евросоюз Берлин оказался очень обеспокоен протестами в Турции."
1,"Представители Германии заблокировали новый этап переговоров о вступлении Турции в Европейский союз."
2,"Дипломаты стран еврозоны в четверг на заседании должны были одобрить переход к следующей стадии переговоров."
3,"Для этого требовалось единогласное решение, однако представитель ФРГ заблокировал его, пишет «Росбалт»."
4,"Берлин обеспокоен протестами в Турции."
5,"По словам дипломата из Германии, рассматривая вопрос о вступлении Турции в ЕС, стоит учесть жесткое подавление протестов в стране турецкими властями."
6,"Ранее Евросоюз призвал власти Турции провести полномасштабное расследование действий полиции, применившей излишнюю силу при разгоне демонстрации в Стамбуле, чтобы привлечь к ответственности виновных."
7,"По всей Турции продолжаются антиправительственные выступления, начавшиеся в Стамбуле с митинга в защиту парка Гези в центре города."
8,"Демонстранты выступают против исламизации Турции и обвиняют власть в том, что она вмешивается в жизнь простых граждан."
9,"Премьер-министр Эрдоган заявлял, что акции организованы экстремистами."
10,"В ходе разгона демонстраций полиция активно применяла слезоточивый газ."
11,"Сотни человек пострадали в результате беспорядков."
12,"Напомним, переговоры о вступлении Турции в ЕС были начаты еще в 2005 году, были выдвинуты 35 технических пунктов, которые должна выполнить Турция, чтобы удовлетворять необходимым для членства в ЕС условиям."
