"sent_pos","source"
0,"Дети до 18 не обслуживаются."
1,"За продажу алкоголя несовершеннолетним в России можно будет получить срок."
2,"Совсем скоро в нашей стране может появиться закон, предусматривающий наказание за продажу алкоголя детям и подросткам в виде лишения прав на работу в торговле на срок до трёх лет или направления на исправительные работы сроком на один год."
3,"О перспективах введения таких мер сообщил глава правительства РФ Владимир Путин."
4,"Премьер отметил, что речь идёт об ответственности за неоднократные случаи продажи алкоголя."
5,"И добавил: «Санкции здесь не ахти какие, но всё-таки это уголовная ответственность»."
6,"На данный момент продажа алкоголя несовершеннолетним регулируется федеральным законом о реализации спиртосодержащей продукции."
7,"В соответствии с этим законом алкогольная продукция не должна продаваться лицам, не достигшим 18 лет."
8,"Ответственность за нарушение этого закона сейчас регулируется административным кодексом."
9,"Новый закон, предложенный Владимиром Путиным, сделает продажу алкоголя несовершеннолетним уголовным преступлением, сообщает «Лента.ру»."
