"sent_id","par_id","source","book_id","par_pos","sent_pos"
2234,759,"2008-й — год, когда наука снова стала интересной",32,1,1
2235,759,"Главный научный итог года — социальный",32,1,2
2236,760,"В прошедшем году хватало и научных открытий, и появления новых технологий, но самый важный, наверное, результат — это подъем интереса к науке как таковой, который начался вместе с ажиотажем вокруг запуска Большого адронного коллайдера.",32,2,1
2237,761,"Главный научный итог 2008 года — скорее социальный.",32,3,1
2238,761,"В общем, хватало и научных открытий, и появления новых технологий, но самый важный, наверное, результат — это подъем интереса к науке как таковой.",32,3,2
2239,761,"Локомотивом такого интереса стал, конечно же, пуск Большого адронного коллайдера в ЦЕРНе, Европейском центре ядерных исследований.",32,3,3
2240,761,"БАК — одно из последних и самых грандиозных достижений большой науки, породившей в ХХ веке атомную бомбу и космонавтику.",32,3,4
2241,761,"Его сооружение заняло почти 12 лет и стоило примерно 8 млрд долларов.",32,3,5
2242,761,"Ускоритель позволит ученым достичь небывалой ранее энергии столкновения частиц и, возможно, понять физическую природу массы, темной материи, а также лучше представить, что происходило со Вселенной в первые моменты ее возникновения.",32,3,6
2243,761,"Никогда ранее ученым не удавалось столь близко подобраться к ответам на эти ключевые вопросы современной космологии и физики высоких энергий.",32,3,7
2244,762,"Сам коллайдер, впрочем, заработать на полную мощность так и не успел — сломался.",32,4,1
2245,762,"В результате сбоя электропитания в вакуум тоннеля попал охлаждающий сверхпроводящие магниты ускорителя гелий.",32,4,2
2246,762,"После ремонта БАК заработает снова уже ближе к осени 2009 года.",32,4,3
2247,762,"Но, даже не начав работать, суперколлайдер выполнил задачу, с которой многие годы не справлялась мировая наука, пытавшаяся привлечь к себе интерес общественности, внимание политиков и, конечно же, деньги.",32,4,4
2248,762,"К концу ХХ века большая наука закончилась.",32,4,5
2249,762,"Фундаментальные исследования больше не обещали кардинальных перемен ни в представлениях о мире, ни в образе жизни, поэтому от науки стали ждать скорее простых практических результатов.",32,4,6
2250,762,"Однако грандиозность конструкции и надежды на действительно кардинальные результаты взбудоражили не столько научную, сколько обычную публику, дав ей возможность хотя бы на несколько минут чтения новостей о коллайдере задуматься о хитром устройстве Вселенной и нашем в ней месте.",32,4,7
2251,763,"В тени — как и положено темноте — новостей о коллайдере осталось несколько важных событий, связанных с проблемой темной материи.",32,5,1
2252,763,"Еще в 1937 году Фриц Цвикки обратил внимание на то, что галактики ведут себя, мягко говоря, не совсем так, как должны, если реконструировать их движение, опираясь только на наблюдения астрономов.",32,5,2
2253,763,"Чтобы закономерности вращения галактик вписались в наблюдения, необходимо допустить наличие огромного количества ненаблюдаемой, темной материи, которая способна только на гравитационное взаимодействие и не участвует ни в каких других.",32,5,3
2254,763,"Из чего состоит темная материя — для физиков пока загадка.",32,5,4
2255,763,"Однако 2008 год подарил им намек на то, в каком направлении можно вести дальнейшие исследования.",32,5,5
2256,763,"В ходе экспериментов на «Тэватроне», который до постройки БАКа был самым большим в мире ускорителем протонов, была, судя по всему, обнаружена не вписывающаяся в рамки Стандартной модели частица, существование которой незадолго до проведения экспериментов было предсказано группой американских теоретиков.",32,5,6
2257,763,"Эксперименты нуждаются в уточнении, и на БАК в этом смысле возлагаются еще большие надежды.",32,5,7
2258,764,"Другое важное открытие, облетевшее все СМИ планеты в 2008 году, — получение прямых доказательств наличия на Марсе воды.",32,6,1
2259,764,"Красная планета сотни лет приковывала внимание человечества, надеющегося найти на похожей на Землю планете хоть какие-то следы разумной жизни.",32,6,2
2260,764,"Жизни на Марсе, тем более разумной, пока не нашли, но в августе 2008 года американское космическое агентство NASA обнародовало полученные с марсохода «Феникс» данные анализа грунта, подтвердившие уже имевшиеся косвенные свидетельства: вода есть в грунте планеты.",32,6,3
2261,764,"Более того, в декабре на снимках, полученных с другого космического аппарата, Mars Reconnaissance Orbiter, вращающегося на орбите вокруг Марса, ученые обнаружили гигантские ледники, залегающие под тонким слоем почвы.",32,6,4
2262,764,"Спектральный же анализ других снимков показал, что на бывшем дне марсианских океанов залегают карбонаты, возможно, органического происхождения.",32,6,5
2263,764,"Все эти открытия вселили в ученых надежду на то, что на Марсе жизнь была и, возможно, в каком-то виде еще сохранилась, несмотря на крайне разреженную атмосферу и антарктический холод, царящий на поверхности планеты.",32,6,6
