"sent_pos","source"
0,"Сомали отмечает 50-летие перехода от колониального правления к независимости, однако исламистская повстанческая группировка предупредила журналистов и гражданское население, чтобы они воздержались от участия в юбилейных мероприятиях."
1,"1 июля 1960 года Сомали и Сомалиленд объединились и обрели независимость от Италии и Великобритании соответственно."
2,"В этом году подвергаемый критике президент Шейх Шариф Шейх Ахмед объявил, что возглавит торжества в столице страны Могадишу."
3,"Однако лидеры группировки «Хизбул Ислам» выпустили предупреждение о «плохих последствиях» для каждого, кто примет участие или будет освещать юбилейные мероприятия."
4,"Движение заявляет, что такие торжества являются «неисламскими»."
5,"Оно также заявляло, что такие праздники, как Международный женский день, тоже должны быть запрещены."
6,"В июне радикальные исламисты арестовали более десятка людей за просмотр по телевидению футбольных матчей чемпионата мира."
7,"«Хизбул Ислам» и еще одна исламистская группировка «Аль-Шабаб» пытаются свергнуть правительство и установить исламское государство."
8,"В настоящее время группировки контролируют большую часть страны."
9,"В ходе борьбы за последние несколько лет в Сомали были убиты несколько тысяч человек, а сотни тысяч были вынуждены покинуть столицу и поселиться в самодельных лагерях."
10,"Сомали не имеет стабильного центрального правительства с 1991 года."
