"sent_pos","source"
0,"Как разбудить «Чайку» «Чайка» в «Сатириконе»: акт свободы."
1,"Абсурд, рок-н-ролл и хоррор в четырёх актах Играть потому, что не можешь не играть, писать потому, что не можешь не писать, искать, нести свой крест, требовать для себя «гибели всерьёз»."
2,"Подход, конечно, радикальный, но столь характерный для нашей страны, в которой слова «искусство» и «служение» — почти синонимы."
3,"Представьте себе огромное пустое полотно, на котором надо нарисовать какой-нибудь известный сюжет (исторический, например)."
4,"Только с одним условием: рисовать так, как если бы это не требовало раздумий, — без претензий на внешнее сходство и узнаваемость исторических персонажей или интерьер, в который они погружены."
5,"Представьте себе поэта из бретоновского окружения, под заголовком «Её волосы» сталкивающего друг с другом слова: пепельница, харизма, руль, набожность и груди Тиресия."
6,"Представьте… или сходите посмотреть «Чайку» в «Сатириконе», спектакль абсолютной свободы, вслед за Треплевым утверждающий, что «дело не в старых и не в новых формах, а в том, что человек пишет, не думая ни о каких формах, пишет, потому что это свободно льётся из его души»."
7,"Юрий Бутусов вернулся в «Сатирикон», где он когда-то превратил шекспировские постановки в визитную карточку театра."
8,"Вернулся с чеховской «Чайкой» — пьесой, казалось бы, уже настолько сценически затёртой, что вопрос о том, как её ставить, стал почти риторическим."
9,"Вернулся, чтобы снять этот вопрос: в постановке звучит только чеховский текст, но он полностью лишён архаики, главные сюжетные линии сохранены, но наполнены они совершенно новыми смыслами, это и комедия (как написано у Чехова), и трагедия (как написано у Чехова), и сюрреалистичный трагифарс, временами — почти хоррор, а временами — настоящий рок-н-ролл."
10,"Вообще в этом спектакле фантазии и придумок (по всем режиссёрским координатам) так много, что рецензия могла бы выглядеть просто списком, их перечисляющим."
11,"С чего начать?"
12,"Как начать?"
13,"Начать, но с чего?"
14,"Начать… а как?"
15,"Пожалуй, именно с этого приёма — повтора."
16,"Режиссёр дублирует некоторые мизансцены по нескольку раз, пересоздавая каждый из вариантов в новой театральной краске, с новыми эмоциями и подтекстами."
17,"Бутусов в определённый момент обрывает повествование на сцене, образуя в спектакле жанрово-стилистическую точку бифуркации (представляю, как после этого оборота над моей головой начали сгущаться тучи) — эту сцену можно сыграть так, а можно этак, а можно вообще довести её до абсурда («потому что это свободно льётся из его души»)."
18,"Особенно впечатляющей выглядит мизансцена(ы), когда Тригорин (Денис Суханов) беседует с Заречной (Агриппина Стеклова) о своём творчестве."
19,"С каждой новой версией происходит эмоциональное усиление, нагнетание, и почти жалостливый монолог писателя превращается в фантасмагорию, картину ужасов, в которой фантазии-демоны Тригорина окружают уже ничего не понимающую Нину."
20,"Эта нелинейность постановки противостоит любой из форм, куда можно уложить произведение искусства, как готовый продукт в упаковку."
21,"Никаких привычных связей а-ля пролог — завязка — кульминация."
22,"Кульминация может произойти в любой момент (и происходит), а знаменитые реплики (вроде сообщения Дорна о том, что Треплев застрелился), обычно запускаемые в зал с целью заставить его в сотый раз оцепенеть от ужаса, произносятся почти механически, без нажима, они не предвещают никаких эмоций, но констатируют их."
23,"Гертруда Стайн признавалась, что она не пишет, а рисует свои книги."
24,"«Чайка» Бутусова — это полотно, лихо отрисованное художником Александром Шишкиным, недавним лауреатом «Золотой маски»."
25,"Темпоритм постановки как неровное биение пульса: мизансцены-повторы, создающие динамику, чередуются со статичными сценами-картинами, слайды замирают в фотографии, обращённой к символичности, знаковости."
26,"В финале спектакля, когда привязанный канатами Треплев (Тимофей Трибунцев) подвисает над сценой в образе чайки, проявляется один из важных смыслов спектакля: подстреленная Треплевым чайка — он сам."
27,"Он сам — охотник (до новых форм) и жертва (от новых и старых)."
28,"И сразу же обретает смысл большой деревянный крест, одиноко стоящий на сцене всю постановку (от одного визуального образа-смысла к другому)."
29,"Распростёртый Треплев-чайка (крест: вид сверху) как метафора служению искусству, жертвенности искусства."
30,"В программке к спектаклю написано, что спектакль посвящён Валентине Караваевой, русской актрисе с чрезвычайно трагичной судьбой (умирала она дома в полной нищете, играя перед любительской камерой Нину Заречную)."
31,"Играть потому, что не можешь не играть, писать потому, что не можешь не писать, искать, нести свой крест, требовать для себя «гибели всерьёз»."
32,"Подход, конечно, радикальный, но столь характерный для нашей страны, в которой слова «искусство» и «служение» — почти синонимы."
33,"Бутусов поразил зрителей и тем, как он распределил роли, точнее перераспределил."
34,"Аркадину (Полина Райкина), Треплева, Заречную и Машу (Марьяна Спивак) под конец спектакля играют другие исполнители."
35,"Они меняют друг друга (иногда в новом образе, иногда — повторяя предыдущий), создавая двойников или мистических допельгангеров."
36,"Приём, утверждающий ярмарочность, маскарадность и нашей жизни, и актёрской профессии."
37,"Мы смотрим на человека и стараемся угадать его маску, смотрим на актёра, видим маску и стараемся угадать за ней человека."
38,"Но двойники у Бутусова не дополняют друг друга, не вступают друг с другом в конфликт, они суть разные маски одного и того же — человека, актёра."
39,"По-разному обживая один и тот же сюжет, маски приходят на смену другим маскам, — всё как в человеческой комедии или театре абсурда."
40,"Практически все актёры в спектакле — это и комики, и трагики, и участники лёгкого варьете."
41,"Нина Заречная в экспрессивном исполнении Стекловой проходит путь от мечтательной провинциалки до подлинной жертвы — задавленной обстоятельствами женщины."
42,"Её огненно-рыжие волосы можно смело включить в графу «Действующие лица и исполнители»."
43,"Треплев-Трибунцев, читающий «Элегию» Бродского («Подруга милая, кабак всё тот же»), похож на молодого интеллигента — ранимого, наивного, мятущегося."
44,"Дорн-Осипов выглядит совсем не циником, а безутешным романтиком, то и дело очаровывающим публику либо залихватским танцем либо мелодраматичной песней."
45,"В глубине души он художник, и все его порывы — воспоминания о том, кем бы он мог быть."
46,"Полина Райкина в роли Аркадиной чопорна, надменна и комична, она играет известную актрису с гротеском (как бы подсмеиваясь над ней), доходящим до апогея в пасторальном втором акте."
47,"И наконец, сам Бутусов, периодически выскакивающий на сцену и отплясывающий рокерскую джигу."
48,"Почему?"
49,"«Потому что это свободно льётся из его души»."
50,"Во время спектакля на сцене появляются работники театра, они уносят бутафорию, расчищают пространство — в общем, занимаются техническим процессом."
51,"Возникает ощущение, что спектакль рождается в режиме реального времени."
52,"Театр — это живой организм, и режиссёр заставляет этот организм двигаться, агонизировать, умирать и перерождаться каждый раз в новой форме."
53,"Бутусов поставил «Чайку» так, как мог бы её поставить Костя Треплев."
54,"Указывая на старые коллизии в пьесе и предъявляя новые, смешивая жанры, воздействуя на зрителя мощным музыкальным оформлением (пожалуй, даже чересчур мощным) и аскетичными визуальными сценами-картинами."
55,"И ставя спектакль прежде всего о театре, об искусстве вообще, о творческом процессе, таком мучительном, наполненном драйвом, эмоциями, об этом глубоко интимном акте, вырывающемся наружу в самых причудливых вариациях."
56,"Некоторые критики, описывая бутусовскую «Чайку», отмечали, что в ней всего чересчур."
57,"Чересчур много фантазии, музыки — этакий театральный аттракцион, рассыпающийся на отдельные блистательные номера."
58,"С одной стороны, хочется пожелать спектаклю некоторой аскетичности, дабы заключить это сюрреалистичное полотно в красивую рамку."
59,"Но с другой, сама форма постановки — нелинейная, как будто бы хаотичная, рождающаяся здесь и сейчас — требует этого «чересчур»."
60,"Это как проза Треплева, которая балансирует между гениальностью и графоманией, она удивляет своей очевидной свежестью, являясь тем, чему ещё не дали названия."
