"sent_pos","source"
0,"На популярных интернет-сайтах, блогах и чатах в Рунете ""Команда по цифровым внешним контактам"" (Digital Outreach Team) будет корректировать представление о политике США."
1,"Об этом сообщил заместитель госсекретаря США по публичной дипломатии Джеймс Глассман."
2,"По его словам эта информационная программа Госдепартамента США предназначена для противодействия размещению ""антиамериканской информации"" в интернете за рубежом."
3,"По мнению сотрудника Центра международной безопасности Института мировой экономики и международных отношений РАН Владимир Евсеева, для того чтобы эта масштабная и трудоёмкая работа была эффективной, США необходимо привлечь не ""несколько"" специалистов, а огромный штат высококвалифицированных сотрудников."
4,"""В этой связи Россия просто обязана использовать Интернет для контрдействий."
5,"Необходимо задействовать аналогичные ресурсы и даже в условиях кризиса выделять под эти цели достаточные средства."
6,"Если мы проиграем здесь, то однозначно получим серьезные отрицательные последствия"", - считает Евсеев."
7,"Пользователи ЖЖ выразили сомнение по поводу того, что в блогах и чатах члены команды по цифровым контактам ""представляются сотрудниками Госдепартамента США""."
8,"Они советуют проверять IP-адрес неизвестных пользователей перед тем, как ответить на его комментарий."
9,"Как сообщает блоггер plutovstvo007, сотрудники Госдепа уже наблюдают за его блогом."
10,"Для того, чтобы определить это, plutovstvo007 советует ввести свой ЖЖ-ник и пароль к аккаунту на ljplus."
11,"Потом выбрать на панели меню пункт ""счетчик"", и в появившемся списке пункт ""хиты""."
12,"Чтобы получить информацию о адресах посетителей ЖЖ достаточно нажать на конкретный адрес в таблице ""IP-адрес""."
