"sent_pos","source"
0,"Курс на либерализацию паспортного режима С 1 января временную регистрацию в России можно будет оформить по почте и через Сеть."
1,"Правительство внесло существенные коррективы в «Правила регистрации и снятия граждан РФ с регистрационного учёта»."
2,"Согласно поправкам, с 1 января временная регистрация граждан на срок от полугода до трёх лет в нашей стране станет уведомительной."
3,"Другими словами, оформить её можно будет по почте и через интернет."
4,"Как отмечает «Коммерсантъ», в Федеральной миграционной службе готовы пойти ещё дальше."
5,"Руководство ведомства полагает, что в России постепенно исчезает необходимость во внутренних паспортах."
6,"Все эти законодательные инициативы ставят под вопрос необходимость существования самого института прописки."
7,"Механизм получения регистрации отныне будет выглядеть так: после уведомления по почте или через Сеть регистратор в течение трёх суток (для несовершеннолетних — сутки) по предъявлении в органы документа, удостоверяющего личность, и документа — основания для вселения в жилое помещение по выбору гражданина ставит ему либо штамп о регистрации (временной или постоянной) в паспорт, либо выдаёт свидетельство о регистрации по месту пребывания."
8,"«Если говорить о временной регистрации, тут всё зависит от типа аренды."
9,"Если аренда безвозмездная, гражданина регистрируют на три года."
10,"Если возмездная — на шесть месяцев», — уточнил глава пресс-службы ФМС Константин Полторанин."
11,"Более того, ФМС теперь даже не нужно личное присутствие собственника жилья: он получает уведомление о том, что в его собственности объявился новый жилец, а тот заявлением в произвольной форме может потребовать аннулирования ему регистрации."
12,"Самостоятельное же аннулирование регистрации ещё проще: достаточно только заявления в произвольной форме."
