"sent_pos","source"
0,"Президент Италии отказал Берлускони в помиловании При этом Наполитано выразил уверенность в том, что экс-премьер всё-таки не окажется за решёткой в силу своего преклонного возраста."
1,"Президент Италии Джорджо Наполитано отказал в помиловании бывшему премьер-министру Сильвио Берлускони, который обвиняется в финансовом мошенничестве."
2,"«Вполне понятны беспокойство и переживания, которые испытывают люди, особенно в партии „Народ свободы“, по поводу окончательного приговора человеку, возглавлявшему правительство… и являющемуся бесспорным лидером чрезвычайно важной политической группы», — цитирует BFM.ru Наполитано."
3,"При этом Наполитано выразил уверенность в том, что Берлускони все-таки не окажется за решеткой в силу своего преклонного возраста, уточнив, что «любой окончательный приговор и его исполнение не могут не быть принятыми во внимание»."
4,"Также итальянский президент заявил, что не может помиловать Берлускони, так как до сих пор не получал какого-либо официального прошения о помиловании."
5,"В начале августа итальянский кассационный суд подтвердил обвинительный приговор Берлускони."
6,"Сам политик считает решение суда необоснованным и на встрече со сторонниками заявил, что намерен бороться за судебную реформу, в противном случае его партия будет настаивать на проведении новых выборов."
7,"Берлускони был признан виновным в мошенничестве по так называемому делу Mediaset."
8,"По версии следствия, руководство компании с 2002 по 2005 год занималось финансовыми махинациями при покупке прав на демонстрацию американских фильмов в Италии."
9,"Разница между настоящей и раздутой ценой переводилась на счета в банках Швейцарии и Багамских островов, где таким образом возникли «черные фонды»."
10,"Берлукони приговорили к четырем годам лишения свободы, три из которых простили по закону об амнистии."
