"sent_id","par_id","source","book_id","par_pos","sent_pos"
34555,11020,"Хоть слабая, но надежда",1169,1,1
34556,11020,"Суд Лозанны может выпустить Альбину Ахатову и Екатерину Юрьеву на дистанцию.",1169,1,2
34557,11021,"Последняя возможность российских биатлонисток добиться справедливости зависит от решения Арбитражного спортивного суда (CAS) Лозанны.",1169,2,1
34558,11021,"Как известно, наши многократные чемпионки мира Альбина Ахатова и Екатерина Юрьева упорно не признают факт применения ими допинга во время прошлогоднего Кубка мира.",1169,2,2
34559,11021,"Уверенные в своей правоте российские стреляющие лыжницы категорически не согласны с вердиктом антидопинговой комиссии Международного союза биатлонистов (IBU), согласно которому спортсменки отстранены от соревнований на два года (другими словами, нашим лучшим спортсменкам можно ставить крест на карьере, поскольку они будут вынуждены пропустить предстоящую Олимпиаду в Ванкувере, а также домашние олимпийские гонки в Сочи).",1169,2,3
34560,11022,"Своё решение CAS вынесет в течение ближайших 30 дней.",1169,3,1
34561,11022,"«На заседании были заслушаны представители обеих сторон, эксперты, свидетели.",1169,3,2
34562,11022,"Несколько вопросов было задано и самим спортсменкам.",1169,3,3
34563,11022,"Атмосфера была достаточно спокойной.",1169,3,4
34564,11022,"Я бы её назвал профессиональной, рабочей.",1169,3,5
34565,11022,"Ровно так же, на мой взгляд, вели себя и Альбина с Екатериной — спокойно и рассудительно.",1169,3,6
34566,11022,"Что сказали наши адвокаты после заседания?",1169,3,7
34567,11022,"А что они могли сказать?",1169,3,8
34568,11022,"Оба хорошо выполнили свою работу, сделали всё, что от них зависело, привели доводы, что на определенном этапе были допущены существенные нарушения.",1169,3,9
34569,11022,"На этом рассмотрение дела завершено, второго заседания не будет»",1169,3,10
34570,11022,"— так прокомментировал заседание присутствовавший в Лозанне представитель Союза биатлонистов России Родион Тухватуллин.",1169,3,11
34571,11023,"О том, насколько популярен в России биатлон, читайте в статье  «Майские сугробы в Подмосковье».",1169,4,1
