"sent_pos","source"
0,"Текст Тотального диктанта прочтет, в том числе, и Владимир Познер Проведение акции запланировано на 18 апреля."
1,"Текст Тотального диктанта в этом году будет читать телеведущий Владимир Познер в Румянцевском зале дома Пашкова."
2,"Об этом сообщила координатор акции в Москве Мария Ровинская, передает ИТАР-ТАСС."
3,"В роли чтецов Тотального диктанта также выступят шоумен Антон Комолов, лидер группы «Несчастный случай» Алексей Кортнев, актер Константин Крюков, телеведущие Ольга Шелест, Оксана Федорова и Дмитрий Шепелев."
4,"«На многих площадках, где будут диктовать знаменитости, в соседних аудиториях можно будет написать текст под диктовку профессиональных филологов-преподавателей», — рассказала Ровинская."
5,"В этом году площадки для проведения акции предоставил ряд российских ВУЗов в том числе МПГУ, РГГУ, Высшая школа экономики, РАНХиГС, МГУ, МЭСИ, МФТИ и МАИ."
6,"Написать Тотальный диктант можно будет в Российской государственной библиотеке, музее Москвы, Третьяковской галерее, Музейно-выставочном центре «Рабочий и колхозница»."
7,"Проведение акции запланировано на 18 апреля."
8,"Подать заявку на участие в Тотальном диктанте можно с 7 апреля."
9,"Текст для диктанта составит литературовед и прозаик Евгений Водолазкин."
10,"Тотальный диктант проводится с 2004 года."
11,"Акцию по массовой проверке грамотности населения придумали студенты Новосибирского государственного университета."
12,"В 2013 году диктант писали в 180 городах России и мира."
13,"Авторами текста становились известные русскоязычные писатели — Борис Стругацкий, Дмитрий Быков, Дина Рубина, Захар Прилепин и Алексей Иванов."
14,"Об уровне грамотности российских выпускников читайте в статье Частного корреспондента «Астап Блендер как софетский поциэнт»"
