"sent_pos","source"
0,"Суд изменил условия домашнего ареста Навального Судья разрешила оппозиционеру общаться с представителями потерпевших по уголовному делу «Ив Роше Восток» и представителями по его гражданским делам."
1,"Замоскворецкий суд Москвы изменил Алексею Навальному условия домашнего ареста."
2,"Судья Елена Коробченко разрешила оппозиционеру общаться с представителями потерпевших по уголовному делу «Ив Роше Восток» и представителями по его гражданским делам, удовлетворив его ходатайство, передает РБК."
3,"Навальный находится под домашним арестом с 28 февраля 2014 года."
4,"Ему запрещено любое общение, исключение составляют только близкие родственники, а также его адвокаты Вадим Кобзев и Ольга Михайлова."
5,"Кроме судебного процесса в Замоскворецком суде, за последние время к оппозиционеру были поданы гражданские иски о защите чести и достоинства."
6,"В этих делах не успевают участвовать Кобзев и Михайлова."
7,"Алексей Навальный и его брат Олег Навальный обвиняются в хищении более 26 млн руб."
8,"у компании «Ив Роше Восток»."
9,"По версии следствия, они создали подставную компанию «Главподписка», которая оказывала услуги по доставке постовых отправлений по завышенным ценам."
10,"Навальные вину не признают и утверждают, что действовали в рамках закона."
