"sent_pos","source"
0,"Жара."
1,"BDSM-хоррор Сегодняшний интерес к поэзии – от того, что почти нет прозы."
2,"О чем же тогда говорить, когда не о чем говорить?"
3,"Осенью станет полегче."
4,"Пойдут хоть какие-то книги, пойдут дожди, перестанут плавиться мозги, а пока — мозг плавится, книг нет, а журналы читать невозможно."
5,"И вовсе не из-за жары."
6,"Жара, как известно, разжижает мозги."
7,"Они плавятся."
8,"В том числе и мозги критические."
9,"Но бывает и так, что критические мозги разжижает ещё даже не сама жара, а её предчувствие... И, если доживём, послевкусие..."
10,"Коллективное подведение критиками итогов литературного сезона удивляет не столько разноголосицей в оценке отдельных имён и названий (она естественна) и даже не столько заведомой и вынужденной скудостью сводного шорт-листа — этакого воистину «короткого списка», — сколько парадоксально оксюморонным видением общей ситуации."
11,"У одних упадок, у других — расцвет; у одних «новый реализм», у других — «новый романтизм» (он же, если я ничего не путаю, «неогогольянство»)."
12,"У одних торжество истории над современностью, у других — полная победа non fiction над fiction."
13,"У одних развесисто-кровавые «Сумерки», у других страдающие хроническим несварением читательского желудка «Елтышевы», у третьих «Подстрочник»."
14,"И, похоже, никто ничего не понимает."
15,"Оказывается, нужно, например, объяснять и то, почему «литературный сезон», а не «литературный год»."
16,"Объясняю."
17,"Издательская жизнь замирает в мае и возобновляется только к сентябрю."
18,"Летом книг не выпускают, потому что их никто не купит в первые два месяца, когда, собственно говоря, их и полагается покупать."
19,"А на третий месяц появятся и попадут в приоритетную выкладку в книжных магазинах уже другие новинки."
20,"Это «доказательство от противного»."
21,"Но есть и прямое объяснение: начиная с ноября (если не с октября), книги принято метить не заканчивающимся годом, а ещё не начавшимся."
22,"Потому что завтрашняя дата для покупателя предпочтительнее вчерашней (по крайней мере, так полагают книготорговцы)."
23,"Премиальные циклы «плавают» в полутора-двухгодичном режиме и ориентиром служить не могут."
24,"Так что счёт «на года» обманчив."
25,"Литературный год (он же литературный сезон) у нас начинается в сентябре книжной ярмаркой на ВДНХ, а заканчивается в июне — книжным фестивалем во дворике ЦДХ."
26,"А в промежутке — танцы."
27,"Как у Славы Курицына в питерском клубе на Гороховой, который так и называется «Танцы» — и в котором по субботам, воскресеньям и понедельникам дружно пляшут литературную кадриль."
28,"Но сейчас из-за жары закрыты и «Танцы»."
29,"Любопытно, кстати, особенно в июльский зной, что, прочитав тысячи зарубежных романов и переведя на русский десятки, я постепенно постиг некую странность (на наш взгляд) западного календаря, в словарях и справочниках не указываемую."
30,"Западный год куда дисциплинированнее и точнее нашего делится на сезоны: зима начинается в январе, весна — в апреле, лето — в июле и, наконец, осень — в октябре."
31,"Вот и у нас сейчас только начало лета... Что же касается «толстых» журналов с их вроде бы выверенным календарным циклом, то эти «национальные достояния» давно уже никто не принимает в расчёт."
32,"В последние два года у «толстяков» появился было шанс воспрять на фоне забуксовавшего книгоиздания, но все они как один этим шансом блистательно проманкировали."
33,"Раньше говорили: «Пушкин заплатит»."
34,"Теперь в «толстых» журналах надеются на то, что за них заплатит Путин."
35,"А что у нас, братцы, с толстожурнальной литературой?"
36,"Она утонула."
37,"Я отслеживаю новинки: и напрямую, и через рецензии коллег по критическому цеху."
38,"Сейчас вот больше всего пишут про переводную книгу о мобильных телефонах — и Данилкин и другие."
39,"И про шведские детективы."
40,"И бедняга Немзер — уже не в службу, а в дружбу — про Слаповского."
41,"Пишут ещё про «Ладу» Тимура Кибирова."
42,"Хороший человек Кибиров, и поэт тоже хороший."
43,"Ну и как тут быть мне?"
44,"Про мобильные телефоны мне не интересно."
45,"Про шведские детективы тем более."
46,"Формула шведского детектива проста как палец: Агата Кристи в «шведской семье»."
47,"Со Слаповским я не дружу, а про «Ладу» деликатно помалкиваю."
48,"Или прикажете замахнуться на монументально-исторического «Евстигнея»?"
49,"Но то, что печатают в «Октябре», читать вообще невозможно, — а то, что печатают в «Октябре» с продолжением из номера в номер, невозможно вдвойне."
50,"В «Новом мире» печатают роман Александра Мелихова."
51,"Целый роман."
52,"«Изгнание из ада»."
53,"Звучит завлекательно, хотя «тени зада» мелькали уже у Брюсова («Предстала тень из ада»)."
