"sent_pos","source"
0,"Dostoevsky тм 30 октября (11 ноября) 1821 года родился Фёдор Достоевский Нынешний день рождения Достоевского, конечно, не будет отмечаться настолько широко, как четыре года назад, когда ЮНЕСКО объявило 2006-й годом писателя (125 лет со дня смерти, 185 лет со дня рождения)."
1,"Во всём мире."
2,"Потому что Фёдор Михайлович — писатель мировой."
3,"Как Сервантес и Шекспир."
4,"И так же, как они в своём отечестве, Достоевский давно уже стал российским брендом."
5,"Где-то через запятую между водкой, балалайкой и автоматом Калашникова."
6,"А может, и отдельной строкой."
7,"Как серьёзная статья экспорта."
8,"Достоевский как бренд Что такое бренд?"
9,"Маркетинговый термин, комплекс информации о продукте."
10,"Образ в глазах клиентов."
11,"В случае с литературой Достоевский одновременно и писатель, и эпическая фигура."
12,"И тому есть немало доказательств и предпосылок."
13,"Во-первых, у Достоевского биография, достойная голливудской экранизации."
14,"Родился в больнице для бедных (папа там работал штаб-лекарем)."
15,"Остался сиротой и жил впроголодь, посещая Петербургское инженерное училище."
16,"Арестован по делу Петрашевского."
17,"В буквальном смысле приговорён к расстрелу, почти чудом получил каторгу прямо на Семёновском плацу."
18,"Чувствуете, какие кадры уже рисуются?"
19,"В кандалах отправлен в Сибирь."
20,"Страдал эпилепсией."
21,"Содержал семью покойного брата и сына жены от первого мужа."
22,"Прятался от кредиторов по заграницам."
23,"Получил деньги от Литературного фонда, спасшись от списания имущества."
24,"Нещадно проигрывался в карты."
25,"Ах да, писал повести, романы, письма… Зарубежье В США автора «Идиота» узнали в год его смерти."
26,"«Записки из мёртвого дома» были изданы в 1881-м, через пять лет появилось «Преступление и наказание»."
27,"Тогда Достоевский котировался в Америке ниже Тургенева или Толстова (у Л.Н. ещё при жизни там открывались клубы почитателей)."
28,"Однако дела пошли лучше, когда в 1912—1920-м вышло 12-томное собрание сочинений."
29,"Некоторые его не любили, а вот такие авторитеты, как Хемингуэй, Фолкнер, Юджин О'Нил и Артур Миллер, отзывались очень благосклонно."
30,"Из более свежих примеров признания вспоминается роман Дж.М. Кутзее «Осень в Петербурге» с Достоевским в героях и «Бесами» в качестве темы."
31,"В Великобритании «Карамазовых» первый раз выпустили в позапрошлом веке — под названием «The Brothers Karamazov»."
32,"Переводили роман там несколько раз."
33,"Известно также, что спросом пользуются переводы ФМД на японский."
34,"Переводить писателя, говорящего на языке классов, которым трудно найти аналог в иных странах, невероятно трудно, однако образы и проблемы, поднимаемые Достоевским, отклик находят."
35,"Особенно, что характерно, в странах образцово капиталистических, где люди находятся в постоянном цейтноте."
36,"Как же и не рискнуть, как не заглянуть по ту сторону зла?"
37,"На ту сторону, до которой собственным шагом никогда и не дойти современному человеку, будь он хоть мастером тайм-менеджмента."
38,"Глубокая психологичность, универсальность текстов Достоевского располагает к себе жителей этого экстремального мира."
39,"В литературных кругах создатель «смердяковщины» также постоянный герой."
40,"Если ещё критики последней четверти XIX века исследовали Достоевского как крупного русского мыслителя, то уже в следующем веке в качестве поля для экспериментов в ход пошла мировая философия."
41,"А наша современность работает над созданием массива критики не покладая рук."
42,"Тут как труды вроде «Роман Ф.М. Достоевского «Идиот»: современное состояние изучения» и «Достоевский и ХХ век», так и Международные Достоевские чтения в Петербурге, и планетные симпозиумы по миру от Международного общества Достоевского, и журнал Dostoevsky Studies."
43,"Он такой же, как ты Попробуем сделать смелое предположение, что в современном мире отец Фёдор мог бы быть живой культовой фигурой среди молодёжи."
44,"Его мрачные повествования ведь вполне укладываются в каноны «тёмных» субкультур — готики, постпанка."
45,"К тому же довольно легко найти конкретные примеры."
46,"Питерская группа «Достоевский Идиот» играет авангард и устраивает на концертах хеппенинги."
47,"Американская команда Ha Ha Tonka поёт: «Только Достоевский мог придумать такую пару, как мы»."
48,"Их соотечественники называют себя Dostoevsky’s Pistols."
49,"Персонажи из низших слоёв общества могли бы стать героями книг из серии «Альтернатива» — нищие студенты, сумасшедшие дворяне, воцерковленные проститутки."
50,"Что такое бренд?"
51,"Это то, что можно легко и быстро опознать на расстоянии."
52,"Известно, сколь много старшеклассников могут сказать, что им очень нравится Достоевский, даже если они одолели всего лишь пересказ «Crime and Punishment»."
53,"Потому что у него, как у хорошего писателя, есть несколько слоёв понимания."
54,"Суматошности сюжета главного школьного романа уже хватает с избытком, чтобы привлечь к себе любителя драматических историй."
55,"Актуальность и условную конъюнктурность выдвигаемых фабул уже доказали и ТВ-сериал «Идиот», и молодёжный фильм «Даунхаус»."
56,"Не отстают от медиа и скандальные политики."
57,"В итоге к писателю прилипает немало одиозных теорий и персонажей."
58,"Тут возникает и глубоко неоднозначный Ницше, который Достоевского читать любил."
59,"И пресловутая «русская идея», основанная на вытаскивании одних (русофильских) цитат и забывании других (космополитических)."
60,"Думается, впрочем, что из героев «Русского марша» миролюбивый Фёдор мог бы создать черновик для «Бесов-2»."
61,"Продаётся имя Если же говорить не о теории (литературной), то самый яркий пример успешного развития бренда — туристический «Петербург Достоевского»."
62,"Тут не только экскурсии, но и одноимённое метро, и памятник с пешеходной улицей, и ресторан."
63,"И даже трёхзвёздочный отель «Достоевский» на 207 номеров и общей площадью в 8950 «квадратов»."
64,"(Автор этой статьи бывал там и ничего похожего на достоевщину не заметил.)"
