"sent_pos","source"
0,"Всё, что вы хотели знать об iPhone 6 Спустя семь лет после официального анонса первого iPhone презентации Apple уж точно не назовёшь непредсказуемыми 9 сентября Тим Кук со сцены Flint Center должен был развеять все домыслы и слухи, которыми на протяжении трёх месяцев обрастало одно из самых ожидаемых мобильных устройств этого года."
1,"iPhone 6 должен был стать больше, тоньше и производительнее, а якобы его макеты и даже рабочие образцы уже успели поднадоесть своим регулярным появлением в Сети."
2,"Слабая надежда на то, что нас ожидает сюрприз, погасла вместе со словами Тима Кука, презентующего в этом году долгожданные гаджеты."
3,"iPhone 6 и iPhone 6 Plus — именно такие названия получили целых два новых смартфона Apple, которые пришли на смену 5s."
4,"Дизайн точно не удивил."
5,"Такой же скруглённый брусок с уменьшенной толщиной и увеличенными размерами — всё это мы видели ещё за неделю до презентации."
6,"Цвета также остались прежними."
7,"6,9 и 7,1 мм — такова толщина новых смартфонов."
8,"Диагональ экрана увеличилась с 4″ до 4,7″ и 5,5″ соответственно — сторонники Android могут уже готовить шутки."
9,"Вместе с размерами возросло и разрешение."
10,"Отныне разработчикам придётся оптимизировать свои приложения под ещё два разрешения: 1 334 × 750 и 1 920 × 1 080."
11,"Тем не менее и текущие программы будут продолжать работать."
12,"Всё просто будет масштабироваться."
13,"A8 — новый 64-разрядный чип — в 84 раза производительнее того, которым оснащался первый iPhone."
14,"В сравнении с A7 процессор стал на 20% быстрее, а графика — на целых 50%."
15,"Благодаря 3D-движку Metal, представленному Apple несколькими месяцами ранее, производительность в играх, дебютировавших на презентации, заслуживает высших похвал."
16,"Сопроцессор M8 стал умнее: теперь он умеет не только считать шаги, но и высчитывать высоту."
17,"Автономность не осталась в стороне."
18,"Несмотря на большие экраны и мощные процессоры, iPhone 6 и iPhone 6 Plus будут работать почти в полтора раза дольше текущего поколения."
19,"Камера изменилась не меньше."
20,"Абсолютно новый сенсор, быстрая автофокусировка, улучшенная система шумоподавления и распознавания лиц, оптическая стабилизация в iPhone 6 Plus — всё это, по заявлениям компании, должно помочь вам делать великолепные снимки, продемонстрированные во время презентации."
21,"Мегапикселей столько же — 8."
22,"Не забыли в Apple и об интересных фишках."
23,"Будто в ответ Nokia, новые iPhone будут уметь снимать 43-мегапиксельные панорамы."
24,"Камера стала одним из главных, если не главным улучшением."
25,"Видео теперь пишется со стабилизацией, в Full HD да ещё и в 60 fps."
26,"Slow-motion можно снимать в 240 fps, и это впечатляет."
27,"Не забыли и о фронтальной камере."
28,"Селфи будут выглядеть чётче, а лица будут распознаваться ещё лучше."
29,"Среди небольших улучшений: touch ID в сторонних приложениях, ландшафтная ориентация в iPhone 6 Plus, кнопка включения сбоку, а также 128 ГБ внутреннего хранилища."
30,"12 сентября можно будет сделать предзаказ, а до конца года новые iPhone появятся в 115 странах."
31,"Цены — от $199 до $399 за младшую модель и от $299 до $499 за старшую."
32,"Примечание: На презентации были указаны контрактные цены."
33,"«These are the best phones ever made», — как всегда подчёркивают в Apple."
34,"И с этим тяжело не согласиться."
