"sent_pos","source"
0,"Руперт Мёрдок продал свои российские радиостанции нашему сенатору Владельцем «Нашего радио», Best FM и Ultra стал бывший совладелец «Русской медиагруппы» Виталий Богданов."
1,"News Corporation американского медиамагната Руперта Мёрдока продала 100% радиостанций «Наше радио Москва», «Наше радио Санкт-Петербург», Best FM и Ultra российскому сенатору и хозяину ещё двух радиостанций («Моя семья» и «95,2 FM») Виталию Богданову."
2,"Официально о сумме сделки ничего не сообщается, однако эксперты считают, что бывшему владельцу «Русской медиагруппы» пришлось выложить за четыре радио не менее 15 млн долларов, а то и все 20."
3,"Известно, что Мёрдок хотел избавиться от российских радиостанций ещё 2 года назад, тогда и стал подыскивать покупателей."
4,"Активы в своё время были предложены и холдингу «Проф-Медиа» Владимира Потанина, и «АФ Медиа холдингу» Алишера Усманова, а «Альфа-групп» Михаила Фридмана."
5,"Несмотря на явную заинтересованность в раскрученных брендах («Наше радио» работает уже более 12 лет) достичь соглашения сторонам до сих пор не удавалось."
6,"То ли News Corp. просила слишком много (около 16 млн долларов), то ли российских бизнесменов пугало то обстоятельство, что Мёрдок владеет указанными радиостанциями вместе с семьёй скончавшегося Бадри Патаркацишвили."
7,"Тогда же медиамагнат и обрушился с критикой в адрес инвестиционного климата в России."
8,"«Чем больше я читаю об инвестициях в России, тем хуже я к ним отношусь."
9,"И чем успешнее мы были бы там, тем больше опасность, что у нас украдут наш бизнес."
10,"Лучше продавать сейчас», — заявил Мёрдок и спустя год реализовал своё намерение."
