"sent_pos","source"
0,"Минздравсоцразвития России разработал Концепцию государственной политики по снижению масштабов алкоголизации."
1,"В настоящее время она обсуждается на всероссийском форуме «Здоровье нации — основа процветания России»."
2,"Одновременно проект находится на рассмотрении в заинтересованных министерствах и ведомствах России."
3,"В проекте предусмотрены различные методы борьбы с пьянством и алгололизмом, в том числе меры по ограничению потребления алкогольных напитков в стране, недопущение на рынок продукции, не отвечающей стандартам качества, различные виды профилактики."
4,"Но самое главное - активная пропаганда здорового образа жизни, особенно среди молодёжи."
5,"На эти цели планируется выделить солидные денежные суммы."
6,"Пока что проблема алкоголизма является очень серьёзной, назрушающей здоровье нации."
7,"По данным медицинской статистики, 2% населения России страдает тяжёлым болезненным пьянством."
8,"Кроме того, доля населения, регулярно употребляющая алкогольные напитки составляет 76%."
9,"Также отмечено, что по данным Всемирной организации здравоохранения (ВОЗ), от злоупотребления алкоголем ежегодно в мире умирают 2 миллиона человек."
