"sent_pos","source"
0,"26 июня в Германии зарегистрировано 10-миллионное доменное имя .de."
1,"Домен высшего уровня .de занимает второе, после домена .com, место по количеству зарегистрированных адресов."
2,"10-миллионным адресом в домене .de стал www.huettenberger-case-fabrik.de, зарегистрированный на фирму, производящую транспортные контейнеры."
3,"Фирма базируется в небольшом городе Линден (Linden), недалеко от Франкфурта."
4,"Регистрацией доменных имён в Германии с 1996 года занимается фирма Denic."
5,"Новость о 10-миллионном адресе .de домена пришла через месяц, после регистрации 5-и миллионного адреса в английском домене .uk, который по количеству адресов занимает четвёртое место, вслед за доменом .net."
6,"Это событие особенно уместно в настоящее время в поддержку Интернет-сообществу, которое выражает всё большее и большее нетерпение к американскому господству в Интернет-инфраструктуре."
7,"Продолжается борьба за открытие имён владельцев всех доменных имён, которому сопротивляется американская администрация ICANN."
8,"Правительства многих стран также считают, что управление Интернет-инфраструктурой не должно находиться во власти американского министерства торговли."
9,"Большое количество организаций жалуется на то, что ICANN задерживает введение в название адресов доменов высшего уровня алфавитов, отличных от латинского."
10,"Рост интернационализации Интернета доказывает то, что пять из десяти лучших Интернет страниц написаны или на японском, или на китайском языках."
11,"10-миллионный адрес немецкого домена — также подтверждение этому."
12,"В российском домене .ru в 2005 году было 485 тысяч зарегистрированных адресов."
