"sent_id","par_id","source","book_id","par_pos","sent_pos"
846,278,"Петербургская фонологическая школа",18,1,1
847,279,"Ленинградская (Петербургская) фонологическая школа (ЛФШ) — одно из направлений в современной фонологии, возникших на основе учения И. А. Бодуэна де Куртенэ о фонеме (наряду с Московской фонологической школой (МФШ), представителями которой были Р. И. Аванесов, В. Н. Сидоров, А. А. Реформатский и другие учёные).",18,2,1
848,279,"Основателем школы является Л. В. Щерба.",18,2,2
849,279,"Среди других её представителей — Л. Р. Зиндер, Л. В. Бондарко, М. И. Матусевич.",18,2,3
850,280,"Основной принцип подхода ЛФШ к единицам звукового уровня языка — стремление связать лингвистическую природу фонемы с её ролью в речевой деятельности.",18,3,1
851,280,"В учении школы фонема рассматривается как обеспечивающая использование материальных явлений (движений артикуляционного аппарата и производимых им акустических эффектов) для образования значащих единиц языка.",18,3,2
852,280,"Таким пониманием фонемы определяется интерес представителей ЛФШ к материальным свойствам звуковых единиц, их обращение к экспериментальной фонетике и методам анализа речи.",18,3,3
853,281,"Важное место в деятельности ЛФШ занимают изучение фонетики различных языков с целью выявления общих закономерностей использования материальных средств, исследование фонетики и фонологии спонтанной речи, в которой отсутствуют условия для реализации «идеального фонетического облика слова», а также прикладные аспекты исследования речи: анализ звуковых нарушений при афазиях, заикании и тугоухости, создание методик автоматического анализа и синтеза речи, исследование статистических характеристик звуковых единиц, необходимое для создания испытательных тестов в технике связи, разработка методики преподавания неродного языка, в том числе русского как иностранного.",18,4,1
854,282,"Со времён Л. В. Щербы последователи ЛФШ принимают участие в деятельности основанной им Лаборатории экспериментальной фонетики при филологическом факультете СПбГУ, ныне носящей имя основателя.",18,5,1
855,283,"История",18,6,1
856,284,"Первым мысль о несовпадении физической природы звуков с их значением в «чутье народа» и системе языка высказал И. А. Бодуэн де Куртенэ: согласно идеям Бодуэна, изложенным им в 1870 году в работе «О древнепольском языке до XIV столетия», оглушение согласных на конце слова в славянских языках имеет физиологическую природу, в то время как психологически они остаются звонкими.",18,7,1
857,284,"В лекции 1871 года «Некоторые общие замечания о языковедении и языке» И. А. Бодуэн де Куртенэ выделяет в составе учения о звуках, наряду с исторической частью, изучающей развитие звуковой стороны языка, две части: физиологическую и морфологическую, предметом которой является «роль звуков в механизме языка, их значение для чутья народа».",18,7,2
858,285,"Ученик Бодуэна Н. В. Крушевский, развивая взгляды учителя, предложил термин «фонема» для нефизиологического аспекта звуков речи.",18,8,1
859,285,"Однако Н. В. Крушевский называл фонемой единство звуков, чередующихся в морфеме в родственных языках.",18,8,2
860,285,"По сходному пути пошёл и сам И. А. Бодуэн де Куртенэ в работе «Некоторые отделы сравнительной грамматики славянских языков», увидевшей свет в 1881 году.",18,8,3
861,285,"Однако в «Опыте теории фонетических альтернаций» 1894 года Бодуэн дал и другое определение фонемы, выраженное в психологических терминах:",18,8,4
862,285,"Фонема = единое представление, принадлежащее миру фонетики, которое возникает в душе путём психологического слияния впечатлений, полученных от произношения одного и того же звука, — психический эквивалент звуков языка.",18,8,5
863,286,"В дальнейшем Бодуэн оставался на психологических позициях, что отражено в определении фонемы как представления звука, данном им во «Введении в языковедение», в последний раз изданном при жизни автора в 1917 году.",18,9,1
864,286,"В то же время Бодуэн полагал, что при живых чередованиях в пределах морфемы тождество фонемы сохраняется: в русск. везу — вёз, несмотря на оглушение согласного, выступает одна и та же фонема з (однако, по мнению Бодуэна, в мышлении некоторых носителей русского языка в вёз фонема с, возможно, уже обособилась от з в везу).",18,9,2
865,287,"Начиная с четвёртого издания «Введения в языковедение», в данном пособии содержится мысль о способности звуков к различению слов, то есть к смыслоразличению.",18,10,1
866,287,"Однако речь у И. А. Бодуэна де Куртенэ идёт лишь об использовании для смыслоразличения отдельных признаков звуковых единиц, таких как глухость — звонкость согласных (ср. русск. там — дам).",18,10,2
867,288,"Учение Л. В. Щербы о фонеме",18,11,1
868,289,"Л. В. Щерба, ученик И. А. Бодуэна де Куртенэ, на основе бодуэновской теории дивергенции (фонетически обусловленных чередований) разработал теорию оттенков фонемы.",18,12,1
869,289,"Понятие оттенка соответствует бодуэновскому понятию зародышевого дивергента — дивергента, возникающего под действием фонетических факторов и рассматриваемого вне связи со значением и рамок какой-либо морфемы (таковыми являются, к примеру, разновидности a в сочетаниях pa, ta, ka, зависящие от особенностей артикуляции предшествующего согласного).",18,12,2
870,289,"Впервые противопоставление фонемы и оттенка встречается у Л. В. Щербы в работе 1911 года «Court exposé de la prononciation russe», однако детально данное учение было развито автором в магистерской диссертации «Русские гласные в количественном и качественном отношении», вышедшей в свет в 1912 году.",18,12,3
871,289,"Несмотря на использование психологической терминологии, перенятой от Бодуэна, Л. В. Щерба предложил в качестве основания для отождествления «мало-мальски сходных с акустической точки зрения» звучаний как представителей одной фонемы тождество их значений (ассоциированность «с одним и тем же смысловым представлением»), но не тождество самих звучаний; так, по Щербе, открытый [ɛ] и закрытый [e], неспособные к смыслоразличению в русском языке, успешно выполняют данную функцию во французском.",18,12,4
872,290,"Л. В. Щерба, оставаясь верным данной точке зрения до конца жизни, в том числе в опубликованной посмертно статье «Очередные проблемы языковедения», отмечал важность для понятия фонемы её свойства быть непосредственно связанной со значением (играя роль целого слова, к примеру в русск. и, а, или грамматического показателя) или быть потенциальным носителем смысла, иначе говоря способности иметь значение.",18,13,1
873,291,"В книге «Фонетика французского языка», вышедшей в 1938 году, Л. В. Щерба отошёл от психологизма и уточнил некоторые положения теории, изложенной в «Русских гласных…», в частности, разъяснил введённое ещё в 1912 году понятие типичного оттенка, однозначно показав соотношение фонемы и оттенка как общего и частного во избежание ошибочного представления о том, что в языке существуют две категории звуков: фонемы (неверно трактуемые как типичные оттенки) и оттенки фонем.",18,14,1
874,292,"Влияние взглядов Л. В. Щербы",18,15,1
875,293,"Фонологическая теория Л. В. Щербы нашла поддержку у ленинградских и петербургских языковедов следующих поколений: Л. Р. Зиндера, Л. В. Бондарко, М. В. Гординой, Л. А. Вербицкой и других, — что неоднократно отмечалось в их работах.",18,16,1
876,293,"Названные учёные считают Л. В. Щербу своим учителем и называют себя представителями Щербовской фонологической школы.",18,16,2
877,294,"Представитель другой лингвистической школы — Пражского лингвистического кружка — Н. С. Трубецкой в книге «Основы фонологии», прежде чем дать определение фонемы как совокупности фонологически существенных признаков, высказывает соображение о том, что фонема является кратчайшей смыслоразличительной единицей, и при этом ссылается на определение фонемы как «кратчайшего общего фонетического представления, способного ассоциироваться со смысловыми представлениями и дифференцировать слова», данное Л. В. Щербой в «Русских гласных…».",18,17,1
878,294,"На Л. В. Щербу как «впервые рассмотревшего фонему с функциональной точки зрения» ссылался и Р. О. Якобсон.",18,17,2
879,294,"В связи с этим сторонники ЛФШ отмечают, что положение о смыслоразличительной функции фонемы было заимствовано структуралистами у Л. В. Щербы.",18,17,3
880,295,"Синтетические концепции",18,18,1
881,296,"Представитель МФШ А. А. Реформатский предложил рассматривать ряд фонологических концепций как попытки синтеза учений ЛФШ и МФШ.",18,19,1
882,296,"Первой из них является теория С. И. Бернштейна, сформировавшаяся в 1930-х годах и опубликованная в 1962 году; С. И. Бернштейн сам считал свою концепцию синтетической.",18,19,2
883,296,"В данной теории выделяются фонемы и чередования трёх степеней, причём фонема 1-й степени сближается с фонемой ЛФШ, фонема 2-й степени соответствует фонеме И. А. Бодуэна де Куртенэ, а фонема 3-й степени соответствует морфонеме.",18,19,3
884,297,"В 1955 году была опубликована статья одного из создателей МФШ Р. И. Аванесова «Кратчайшая звуковая единица в составе слова и морфемы», вошедшая в качестве главы в изданную годом позднее книгу «Фонетика современного русского литературного языка».",18,20,1
885,297,"В статье и книге излагается фонологическая концепция Р. И. Аванесова, созданная с целью синтеза МФШ и ЛФШ, что, впрочем, отрицалось самим автором.",18,20,2
886,297,"Оставаясь верным положению МФШ о необходимости обращения к данным морфологии для определения фонологической системы языка, Р. И. Аванесов пересмотрел взгляды Московской фонологической школы на варьирование фонемы и вместо вариаций и вариантов фонем предложил понятия сильных и слабых фонем, а также фонемного ряда.",18,20,3
887,297,"Так, согласно Аванесову, в русск. ногу — н[ʌ]га в первом слоге имеет место чередование сильной фонемы о со слабой фонемой α в пределах одного фонемного ряда, что имеет некоторое сходство с трактовкой, предлагаемой ЛФШ.",18,20,4
888,298,"Положения школы",18,21,1
889,299,"Понятие фонемы",18,22,1
890,300,"Сторонники ЛФШ полагают, что задача теории фонемы состоит в объяснении того факта, что одни звуковые различия замечаются говорящими и оцениваются ими как существенные, а другие, не меньшие с фонетической точки зрения, обычно не замечаются носителями языка.",18,23,1
891,301,"Фонема в ЛФШ определяется как кратчайшая (неделимая во времени) звуковая единица данного языка, способная быть в нём единственным средством различения означающих морфем и слов.",18,24,1
892,301,"Определение фонемы как способной к смыслоразличению позволяет признать различными фонемами единицы, не образующие минимальной пары, однако выступающие в тождественных фонетических позициях.",18,24,2
893,301,"Указание же на смыслоразличительную функцию позволяет противопоставить фонему оттенку (варианту) фонемы как не обладающему данной функцией и обеспечить самоё возможность выделения фонемы в потоке речи, где звуки в артикуляторно-акустическом отношении не отграничены друг от друга и лишь отнесение соседствующих звуков к разным морфемам или словам позволяет слушающему разграничить их.",18,24,3
894,302,"Представители ЛФШ понимают фонему как «целостный артикуляционно-слуховой образ», поэтому дифференциальные признаки фонем мыслятся не как компоненты фонем (что присуще фонологической концепции Н. С. Трубецкого), а как классификационные средства для описания системы фонем.",18,25,1
895,302,"Ленинградские фонологи не склонны отождествлять дифференциальные признаки (ДП) с фонетическими свойствами фонем, считая ДП абстракцией, неодинаково проявляющейся фонетически в случае разных фонем, и указывают на важность для опознания слов на слух и недифференциальных (интегральных) признаков составляющих его фонем: например, по Л. Р. Зиндеру, произнесение русск. она с заднеязычным [ŋ] затруднило бы опознание данного слова, хотя переднеязычная артикуляция не является ДП для произносимого здесь в нормальном случае [n].",18,25,2
896,303,"Отождествление звуков",18,26,1
897,304,"Согласно учению ЛФШ, различные звуки, представляющие одну фонему, должны встречаться в неодинаковых фонетических условиях, то есть находиться в дополнительной дистрибуции.",18,27,1
898,304,"В случае, когда различные звуки встречаются в одинаковой фонетической позиции, их следует признать представителями (аллофонами) различных фонем.",18,27,2
899,304,"При этом, чтобы установить возможность для различных звуков встречаться в одной позиции, не обязательно прибегать к рассмотрению минимальных пар: достаточно так или иначе убедиться в том, что различие звуков не обусловлено позицией; так, чтобы определить, что в русском языке [p] и [b] принадлежат к разным фонемам, достаточно пары почта — бочка.",18,27,3
900,305,"Однозначное отождествление звуковой единицы с той или иной фонемой признаётся в ЛФШ возможным в любой позиции.",18,28,1
901,305,"Специфические единицы слабых позиций, где однозначное отождествление было бы невозможным вследствие нейтрализации, наподобие архифонем Н. С. Трубецкого или гиперфонем МФШ не признаются, причём «состав фонем каждого данного слова определяется безотносительно к составу фонем других слов, в том числе и других форм того же слова»; значение для определения фонемного состава слова имеет лишь его звуковой облик.",18,28,2
902,305,"Отождествление звуковой единицы с той или иной фонемой осуществляется посредством соотнесения дифференциальных признаков наблюдаемой единицы с дифференциальными признаками фонем языка; так, конечный [k] в русск. рог относится к фонеме /k/, несмотря на чередование с [g] (рога), поскольку обладает теми же дифференциальными признаками, что и фонема /k/.",18,28,3
903,305,"Другим примером решения, продиктованного таким подходом, может служить трактовка редуцированных гласных в русском языке.",18,28,4
904,305,"В ЛФШ они «возводятся к ближайшим по фонетическому качеству фонемным эталонам»: [ъ] и [ʌ] считаются аллофонами фонемы /a/ (у А. Н. Гвоздева и И. В. Лыткина — /ы/), [ь] — представителем фонемы /i/.",18,28,5
905,306,"Функции фонемы",18,29,1
906,307,"Сторонниками ЛФШ выделяются следующие функции фонемы:",18,30,1
907,307,"• конститутивная — создание звукового облика значащих единиц языка (со стороны говорящего);",18,30,2
908,307,"• опознавательная — другая сторона конститутивной, проявляющаяся при рассмотрении со стороны слушающего;",18,30,3
909,307,"• различительная (дистинктивная) — использование своеобразия фонемного состава значащих единиц для их различения; является следствием конститутивной-опознавательной функции.",18,30,4
910,308,"Фонема также может выполнять разграничительную функцию, что наблюдается в языках, в которых некоторые фонемы употребляются исключительно на границах значащих единиц.",18,31,1
911,309,"Варьирование фонемы",18,32,1
912,310,"Фонема реализуется в речи неодинаково.",18,33,1
913,310,"Среди возможных реализаций фонемы сторонники ЛФШ различают обязательные аллофоны, называемые также оттенками или вариантами, факультативные варианты и индивидуальные варианты.",18,33,2
914,310,"Обязательные варианты характеризуются тем, что каждый из них в соответствующей фонетической позиции строго обязателен, что означает, что в естественном для данного языка произношении замена его другим невозможна и воспринималась бы как иностранный акцент.",18,33,3
915,311,"Все обязательные аллофоны одной фонемы равноправны, поскольку их употребление определяется фонетическими правилами данного языка.",18,34,1
916,311,"Однако для называния фонемы используется так называемый основной аллофон, считающийся самым типичным представителем данной фонемы.",18,34,2
917,311,"Согласно Л. В. Щербе, типичным является аллофон, наименее зависимый от окружающих условий, что наблюдается в изолированной позиции (если она возможна, как в случае гласных русского языка) или, в случае невозможности изолированного произнесения, в сочетании со звуками, не приводящими к комбинаторным изменениям.",18,34,3
918,311,"Так, для согласного [d] основным аллофоном считается тот, в котором данный согласный выступает в сочетании с гласным [а].",18,34,4
919,311,"Прочие обязательные аллофоны называются специфическими.",18,34,5
920,312,"Комбинаторные и позиционные аллофоны",18,35,1
921,313,"Среди специфических аллофонов выделяются комбинаторные и позиционные.",18,36,1
922,313,"Комбинаторные аллофоны возникают под воздействием соседних звуков; в русском языке таковы лабиализованные аллофоны согласных фонем, выступающие в позициях перед [u] и [o], ср. русск. тот [t°ót].",18,36,2
923,313,"Выбор позиционного аллофона диктуется позицией — положением фонемы в слове (например, в русском языке смычные взрывные шумные согласные на конце слова реализуются как сильно придыхательные, ср. русск. вот [vótʰ]) или влиянием ударения (в русском языке в первом предударном слоге фонема /a/ реализуется в аллофоне [ʌ]).",18,36,3
924,314,"Фактически каждый аллофон зависит и от комбинаторных, и от позиционных условий.",18,37,1
925,315,"Факультативные варианты",18,38,1
926,316,"Факультативные варианты (или свободное варьирование фонемы) имеют место, когда в любом слове, где данная фонема встречается в некоторой определённой позиции, она может иметь несколько вариантов реализации; таким образом, различие факультативных вариантов не связано с различием фонетических позиций.",18,39,1
927,316,"Факультативные варианты осознаются даже неподготовленными носителями языка как различные звуковые качества и могут быть по желанию воспроизведены ими.",18,39,2
928,316,"Примером свободного варьирования являются различные реализации фонемы /r/ в немецком языке, которая в любой позиции может выступать как переднеязычный [r] или как увулярный [ʀ].",18,39,3
929,316,"Индивидуальный вариант отличается от факультативного тем, что обусловлен индивидуальными особенностями говорящих, а не системой фонетических правил языка; в случае, если индивидуальный вариант получает широкое распространение среди говорящих, он может перейти в разряд факультативных.",18,39,4
930,317,"Чередования фонем",18,40,1
931,318,"В рамках ЛФШ принято различать несколько типов чередований: фонетически обусловленные аллофонемные чередования, живые чередования фонем и исторические чередования.",18,41,1
932,318,"Аллофонемные чередования, называемые также модификациями фонем, обусловлены фонетическими позициями и представляет собой взаимную мену обязательных вариантов той или иной фонемы.",18,41,2
933,318,"Примером чередования такого рода может служить пара русск. погода [-dʌ] — погоду [-d°u], где во первом случае выступает неогубленный, а во втором — огубленный аллофон фонемы /d/.",18,41,3
934,319,"Отличительной особенностью исторических чередований является их обусловленность не фонетическими, а историческими причинами.",18,42,1
935,319,"Более того, фонетическая позиция может оставаться неизменной: в русск. погоды [-dы] — погожий [-žы] оба альтернанта (члена чередования) находятся в позиции перед гласным [ы].",18,42,2
936,319,"Таким образом, в случае исторических чередований происходит взаимная мена разных фонем, а не аллофонов одной фонемы.",18,42,3
937,319,"Будучи необъяснимыми с синхронной точки зрения, такие чередования относятся к сфере традиции.",18,42,4
938,320,"Живые чередования и нейтрализация",18,43,1
939,321,"Живые чередования фонем обусловлены нейтрализацией фонемных противопоставлений, происходящей вследствие действующих в данную эпоху фонетических закономерностей (в отличие от исторических).",18,44,1
940,321,"Несмотря на тот факт, что альтернантами в таких случаях выступают разные фонемы, а не аллофоны одной фонемы, живые чередования являются обусловленными фонетическими причинами; к примеру, в русск. погода [-da] — погодка [-tka] мена звонкого шумного согласного на глухой обусловлена тем обстоятельством, что в погодка согласный оказывается в слабой позиции — в положении перед глухим согласным.",18,44,2
941,321,"При этом фонетически обусловленным является лишь тот альтернант, который выступает в слабой позиции (в позиции нейтрализации), поскольку в сильной позиции могут выступать оба альтернанта (ср. погода — охота в позиции перед [ʌ]).",18,44,3
942,322,"Таким образом, нейтрализация рассматривается приверженцами ЛФШ как позиционное ограничение употребления тех или иных фонем, которое приводит к мене фонемы, не встречающейся в некоторой позиции, на способную встречаться в ней.",18,45,1
943,322,"Сама же возможность различения фонем, согласно ленинградскому фонологу Л. Р. Зиндеру, хотя и не используется, всё же не утрачивается, что доказывается иногда практикуемым при диктовке «побуквенным» произнесением слов, например пробег /prob’eg/ при нормальном /prab’ek/.",18,45,2
944,322,"Такая точка зрения отличается от решений, предлагаемых иными фонологическими школами: Н. С. Трубецкой усматривает необходимость говорить об архифонеме — особой единице, представляющей собой совокупность дифференциальных признаков, общих для нейтрализовавшихся фонем.",18,45,3
945,322,"Московская фонологическая школа вводит понятие гиперфонемы как единицы, выступающей лишь в тех случаях нейтрализации, для которых невозможно подобрать сильную позицию, то есть в изолированных слабых позициях, в частности в русск. сто (в фонемной транскрипции московских фонологов — <{с/з}то>), баран (<б{а/о}ран>).",18,45,4
