"sent_pos","source"
0,"Во вторник, 7 декабря 2010 года, в РГГРУ им."
1,"Серго Орджоникидзе студентов начали забирать в армию."
2,"Делать это начали совершенно неожиданно как для самих студентов, так и для преподавателей ВУЗа — рано утром, прямо из общежития."
3,"С четверга начали отлавливать студентов прямо в учебном здании института."
4,"Молодые люди и их родители пребывают в состоянии шока, так как многие из студентов иногородние, специально приехавшие учиться в Москву."
5,"Как выяснилось, формальные основания для подобных действий сотрудников военных комиссариатов имеются — некоторые специальности, по которым идет подготовка студентов, не имеют государственной аккредитации и, таким образом, не дают отсрочку от армии."
6,"По заявлениям студентов, в приемной комиссии института не было написано об этом ни слова."
7,"Понятно, что далеко не каждый студент, поступающий на бюджетное отделение в ВУЗ, имеющий статус государственного университета, будет достаточно дотошным, чтобы проверить, на какие именно специальности аккредитовано учебное заведение."
8,"Речь идет о таких специальностях, как «Инженерная защита окружающей среды» (280202), «Физические процессы горного или нефтегазового производства» (130401) и ряд других."
9,"Тем не менее, в сентябре-октябре первокурсники, как положено, оформили все документы и встали на учет в военкомате."
10,"Никаких проблем не возникло, никого в армию забирать не собирались."
11,"Руководство факультета прилагало все усилия для того, чтобы студенты спокойно могли учиться."
12,"И всё было бы хорошо, если бы в осенний призыв 2010 года хватало призывников."
13,"Сейчас должны идти в армию призывники, родившиеся в тяжёлые 1992-1993 года."
14,"В сочетании с уменьшением срока службы, создается ситуация, при которой требуемое количество призывников просто невозможно набрать."
15,"Студентов забирают не только с первого курса, но и со второго, и даже с третьего."
16,"См. также: комментарий Фурсенко"
