"sent_pos","source"
0,"Mail.Ru Group выйдет на биржу уже в текущем году Компания планирует провести IPO на Лондонской фондовой бирже."
1,"Mail.Ru Group официально заявила о намерении выйти на IPO на Лондонской фондовой бирже (LSE), причём уже до конца 2010 года."
2,"Как сообщает РБК, организаторами размещения выступили Goldman Sachs, JPMorgan, Morgan Stanley, «ВТБ Капитал»."
3,"При этом данных о том, какой пакет акций компании будет выставлен на продажу, не сообщается."
4,"Однако эксперты предполагают, что на биржу попадёт около четверти акций компании."
5,"Напомним, в конце июля СМИ сообщали о том, что компания Digital Sky Technologies намерена весной 2011 года разместить часть акций двух своих интернет-проектов — Mail.Ru и ICQ — на Лондонской бирже."
6,"Холдинг собирается выставить на продажу пакет акций от 10 до 25%."
7,"Однако тогда было неизвестно, на какой именно площадке — основной или альтернативной — будут проходить торги."
8,"Отметим также, что отечественная инвестиционная группа DST в настоящий момент является крупнейшим держателем акций различных интернет-компаний на российском рынке."
9,"За последние пять лет компания вложила более 1 млрд долларов в более чем 30 проектов."
10,"Одной из последних сделок Digital Sky Technologies стала покупка у американской AOL популярного месседжера ICQ."
11,"В числе основных акционеров группы — Юрий Мильнер, Григорий Фингер и Алишер Усманов."
