"sent_pos","source"
0,"В интервью газете «Труд» академик Роальд Зиннурович Сагдеев назвал, сенсацию, поднятую вокруг добычи гелия-3 на Луне, не стоящей и выеденного яйца."
1,"Академик Сагдеев сказал, что на недавно прошедших 30-х Королёвских чтениях тон задавали сторонники лунных проектов, которые доказывали, что добыча гелия-3 на Луне выгодная и перспективная задача."
2,"Считается, что термоядерные реакторы, работающие на гелии-3, обеспечат человечество энергией на тысячелетия."
3,"Планы создания базы на Луне к 2015 году и добыча и транспортировка гелия-3, которые были представлены на чтениях — совершенно нереальны."
4,"Да и гелий-3 понадобится не ранее чем через 80 — 100 лет."
5,"Академик Сагдеев сказал, что всё еще не существуют реакторы, работающие на дейтерии и тритии."
6,"Хотя, запасы дейтерия в морской воде практически неограничены."
7,"Для создания термоядерного реактора, работающего на гелии-3, понадобится ещё около 100 лет."
8,"«Словом, построение гелиевого реактора — задача даже не XXI, а XXII века» — говорит Сагдеев."
9,"Поэтому планы создания базы на Луне и добыча там гелия-3 — это иллюзия: «На самом деле вся эта шумиха, связанная с предложением добывать гелий-3 на Луне, не стоит и выеденного яйца»."
10,"Слова Сагдеева из интервью: «Когда о добыче гелия-3 на Луне рассказывает, например, руководитель РКК „Энергия“ Николай Севастьянов, я внутренне улыбаюсь и даже где-то сочувствую такому увлеченному человеку, оказавшемуся, как это ни удивительно, в плену иллюзий»."
