"sent_pos","source"
0,"Григорий Распутин сегодня больше бренд, чем человек ."
1,"Для того, чтобы проникнуть через тернии «торговой марки» к человеческой сути «святого чорта», окунёмся в некоторые мысли старца ."
2,"О молитве Молиться Богу можно в танце так же хорошо, как и в монастыре, хвалить его в радости за то добро, которое Он создал, и царь Давид танцевал перед ковчегом Господа."
3,"О милости швейцара Я простой мужичок, когда вообще благодетелей искал, ехал из Тобольской губернии с одним рублем .."
4,"Приезжаю в Петербург … Пришел первое в Александре-Невскую Лавру поклониться мощам и за крыльцом у меня большой мешок с черным бельем … Выхожу из Александро-Невской Лавры, спрашиваю некоего епископа духовной академии Сергия ."
5,"Полиция подошла, «какой ты есть епископу друг, ты хулиган, приятель» ."
6,"По милости Божией пробежал задними воротами, разыскал швейцара с помощью привратников ."
7,"Швейцар оказал мне милость, дав в шею ; я стал перед ним на колени, он что-то особенное понял во мне и доложил епископу ; епископ призвал меня, увидел и вот мы стали беседовать тогда ."
8,"Рассказывал мне о Петербурге, знакомил с улицами и прочим, а потом с Высокопоставленными, а там дошло и до Батюшки Царя, который оказал мне милость, понял меня и дал денег на храм ."
9,"О природе Природа научила меня любите Бога и беседовать с Ним ."
10,"Я воображал в очах своих картину Самого Спасителя, ходившего с учениками своими … Много может природа научить по всей премудрости и всякое древо и как по поводу весны ."
11,"Весна означает великое торжество для духовного человека ."
12,"Как развивается в поле, то есть украшенный светлый май, так и кто следящий следит за Господом, то у него зацветает душа подобно маю, у него такое торжество как день Пасхи, то есть напоминает как будто этот день, когда он причащался, и как развивается вся весна, так развивается и торжествует кто ищет Господа ."
13,"Недуховному человеку весна тоже радость, но только как неученому грамота ."
14,"О пользе оводов и комаров Ходил в Петров пост на острова и там собирал лыко ; таскал больше чем за полверсты в озеро мочить ."
15,"Хлеба кушал малость, а оводов и комаров от себя не отгонял … пускай покушают тело и попьют дурную кровь ."
16,"Я размышлял : и они Божие создание, так и я сотворен Богом ."
17,"Кабы Бог не дал лета, не было бы и комаров ."
18,"Ах, какой у мужика труд золотой и он делает все с рассуждением ."
19,"Вот и комаров-то покормит и то во Славу Божию … Так вот, не советую просить чудес или подвиги большие брать, а брать подвиги по мере ."
20,"Я действительно получил пользу от оводов и комаров, цифра неписанная, и научился всякому терпению, вообще ударам или изнурению тела ."
21,"О почитании батюшек Когда в храме священник то нужно его почитать ; если же с барышнями танцует, то напоминай себе, что это не он, а бес за него, а он где-то у Престола сам служит ."
22,"А видишь, что он сладкие обеды собрал и кумушек-голубушек созвал, то это потому, что у него свояченица барышня и шурин кавалер, а жене-то батюшковой и жалко их, он же Христовый все же батюшка и не сам, а пожалел их, так и представляй в очах картину ."
23,"Как бороться с искушениями Кто молится земными поклонами у тех заболевает спина, у странников ноги и все по наваждению вражьему : постников давит такая жажда, что ни выскажешь, на смиренных посылает из женского пола с какими ни будь неудовольствиями, на несеребролюбивых наводит будто завтра умрет с голоду, у тех кто крестится отнимается рука, нередко мутятся глаза, иногда делаются судороги ."
24,"В ночное время тем более велит поспать враг, а то явит треск, разный страх и всякие всяческие … На трудолюбивых старается нагнать леность ."
25,"Как это все – победить !"
26,"На все нужно бить : молиться немного, но ударять себя когда никого нет, крепко правильно и физически, чтобы даже пол дрожал, только стараться чтобы никто не видел – тогда это все будет здорово и пройдет и будешь опытен и примешь все это с радостью, потому что тебя враг научил, а не искусил – наипаче еще научил любить Бога ."
27,"О католической Пасхе Что же сказать про их Пасху ?"
28,"У нас все, даже неправославные радуются, в лицах играет свет и видно, что все твари веселятся, а у них в основном самом храме никакой отрады нет, точно кто умер и нет оживления : выходят, а видно, что нет у них в душе Пасхи, как у избранников, а будни ."
29,"Какое же может быть сравнение с Пасхой Православия ."
30,"Совсем это другое ."
31,"Ой, мы счастливые православные !"
